ds,y,yhat_prophet,train
2015-11-23,422.295,438.97720331899114,True
2015-11-24,429.08099999999996,439.4630618197283,True
2015-11-25,419.50300000000004,428.74029535023544,True
2015-11-26,368.57199999999995,399.94162540866205,True
2015-11-27,370.528,376.4653215572567,True
2015-11-28,373.654,358.3061903497827,True
2015-11-29,381.68300000000005,387.1297483138311,True
2015-11-30,426.285,435.5146964934484,True
2015-12-01,426.95,420.97136126984725,True
2015-12-02,419.29900000000004,409.17105032990577,True
2015-12-03,417.907,419.5537082389189,True
2015-12-04,417.293,421.2652332399883,True
2015-12-05,388.62,393.87056902322115,True
2015-12-06,390.027,386.00812520177743,True
2015-12-07,424.251,420.0063729108005,True
2015-12-08,424.64300000000003,441.9153703868496,True
2015-12-09,422.25300000000004,426.81486141795114,True
2015-12-10,409.70599999999996,403.61803331809824,True
2015-12-11,407.98800000000006,395.18011069049874,True
2015-12-12,380.625,356.8181660686691,True
2015-12-13,373.3,351.2459824197323,True
2015-12-14,410.535,390.70691677245367,True
2015-12-15,412.04400000000004,393.78962253335243,True
2015-12-16,419.32599999999996,420.97346023605667,True
2015-12-17,424.13,396.01005020778734,True
2015-12-18,422.145,419.43737987756776,True
2015-12-19,412.62800000000004,422.07242997503147,True
2015-12-20,406.42699999999996,410.9692439280867,True
2015-12-21,431.98400000000004,411.893144101556,True
2015-12-22,419.394,386.3575877454872,True
2015-12-23,414.416,389.68116029886716,True
2015-12-24,388.31199999999995,391.324268083392,True
2015-12-25,358.028,371.4246967488118,True
2015-12-26,371.31,360.4563252223088,True
2015-12-27,375.55300000000005,355.4513626716426,True
2015-12-28,419.961,434.33080236084123,True
2015-12-29,430.55,438.6598885070777,True
2015-12-30,419.501,427.2809887927915,True
2015-12-31,406.19800000000004,418.2400569596799,True
2016-01-01,388.811,435.5328892576197,True
2016-01-02,402.027,415.62480255114775,True
2016-01-03,399.079,398.75586457749637,True
2016-01-04,457.659,477.16677511599346,True
2016-01-05,484.99,505.2044673570783,True
2016-01-06,465.173,463.5765645304295,True
2016-01-07,450.001,441.9841509110119,True
2016-01-08,439.85,428.6544741071678,True
2016-01-09,398.02,389.8704172245653,True
2016-01-10,388.793,361.9873804319824,True
2016-01-11,446.469,459.00204303885306,True
2016-01-12,462.397,465.7207325802122,True
2016-01-13,471.13199999999995,495.74232252434416,True
2016-01-14,466.965,475.7166520056929,True
2016-01-15,434.699,426.68376715901724,True
2016-01-16,400.463,389.6192529327904,True
2016-01-17,407.48900000000003,421.5261707424601,True
2016-01-18,459.899,491.7099309749104,True
2016-01-19,486.839,505.40649725994535,True
2016-01-20,468.092,474.3894216928185,True
2016-01-21,463.755,479.54224694509446,True
2016-01-22,468.907,488.1097555988028,True
2016-01-23,446.22900000000004,457.4589696478773,True
2016-01-24,431.661,442.91670035358607,True
2016-01-25,452.17199999999997,458.0774635445721,True
2016-01-26,444.559,431.2450601521846,True
2016-01-27,439.843,436.5876384377939,True
2016-01-28,443.579,449.92923498929315,True
2016-01-29,443.538,445.71942212488113,True
2016-01-30,416.17,425.5191752328998,True
2016-01-31,391.911,378.84127373542896,True
2016-02-01,417.694,393.4672763714846,True
2016-02-02,422.543,424.0753437621918,True
2016-02-03,426.917,398.83607915529876,True
2016-02-04,416.284,396.632405525326,True
2016-02-05,434.564,450.72272825498334,True
2016-02-06,411.49800000000005,417.97715682725584,True
2016-02-07,397.221,397.83453015262126,True
2016-02-08,439.809,453.7775506607563,True
2016-02-09,448.36300000000006,469.339494349466,True
2016-02-10,449.212,459.59417457732604,True
2016-02-11,475.846,496.8236349066366,True
2016-02-12,482.259,499.90500701406995,True
2016-02-13,470.55300000000005,488.1416023884872,True
2016-02-14,487.56699999999995,507.60975060429826,True
2016-02-15,495.704,493.21419992896114,True
2016-02-16,453.54900000000004,416.2115370351485,True
2016-02-17,446.155,451.6641125475979,True
2016-02-18,452.209,473.42837942496243,True
2016-02-19,456.108,464.72145484926705,True
2016-02-20,394.841,368.75974032784484,True
2016-02-21,384.934,361.1843357624203,True
2016-02-22,422.20099999999996,421.5466715736668,True
2016-02-23,444.32199999999995,455.00344755565726,True
2016-02-24,443.157,424.9420314042137,True
2016-02-25,425.99,413.8674001414888,True
2016-02-26,443.352,459.4084262356698,True
2016-02-27,415.999,425.0233135961264,True
2016-02-28,381.811,366.26004554230593,True
2016-02-29,414.256,391.2652980684734,True
2016-03-01,423.458,418.6240585236157,True
2016-03-02,428.88300000000004,430.56533247515904,True
2016-03-03,446.42699999999996,467.09508165165954,True
2016-03-04,443.88300000000004,451.8263736284572,True
2016-03-05,410.11300000000006,418.2149563707553,True
2016-03-06,391.476,396.2662528188554,True
2016-03-07,416.749,395.46893719670095,True
2016-03-08,402.82099999999997,385.2147550778148,True
2016-03-09,394.31199999999995,392.6158586255575,True
2016-03-10,395.785,384.59890549248735,True
2016-03-11,392.04900000000004,365.07426540449995,True
2016-03-12,364.44699999999995,353.9051025044329,True
2016-03-13,342.47900000000004,329.37950343531094,True
2016-03-14,405.19,404.0649169730974,True
2016-03-15,403.055,393.97364867770057,True
2016-03-16,392.597,379.5977579459462,True
2016-03-17,392.343,383.8595860197725,True
2016-03-18,395.53,383.1616097148249,True
2016-03-19,377.02099999999996,384.5943821797789,True
2016-03-20,383.16,397.6420521352024,True
2016-03-21,415.57199999999995,422.63892684205223,True
2016-03-22,410.80800000000005,411.0897960311902,True
2016-03-23,400.76,380.5739753326595,True
2016-03-24,398.532,402.977654857943,True
2016-03-25,386.481,378.0614596368722,True
2016-03-26,363.413,378.28409855803,True
2016-03-27,347.215,368.16229016909597,True
2016-03-28,395.895,396.4538380882731,True
2016-03-29,399.871,408.37650450592105,True
2016-03-30,397.534,414.85216892806596,True
2016-03-31,392.33,381.5605138057952,True
2016-04-01,392.17900000000003,375.4539140643881,True
2016-04-02,365.202,352.0945787228158,True
2016-04-03,378.69599999999997,395.47373935981057,True
2016-04-04,430.63699999999994,431.933968963661,True
2016-04-05,430.295,457.0284257926789,True
2016-04-06,426.49199999999996,437.1708984814254,True
2016-04-07,407.171,386.9918526263551,True
2016-04-08,405.626,409.4856787392804,True
2016-04-09,387.034,399.5399709885727,True
2016-04-10,377.425,390.1035561210547,True
2016-04-11,406.43199999999996,385.35270562960864,True
2016-04-12,401.3,391.2082961128129,True
2016-04-13,395.719,407.8086790340706,True
2016-04-14,390.64099999999996,399.0495374788609,True
2016-04-15,382.70300000000003,388.91864796713173,True
2016-04-16,350.548,356.2533188053185,True
2016-04-17,344.227,347.8788727898745,True
2016-04-18,383.70300000000003,384.41096382351986,True
2016-04-19,384.284,376.05221866595076,True
2016-04-20,381.70099999999996,381.2229364613942,True
2016-04-21,385.584,386.84003601637306,True
2016-04-22,392.903,385.19659951366214,True
2016-04-23,356.289,335.53612537722586,True
2016-04-24,338.704,344.5554948948193,True
2016-04-25,379.019,371.15830002630673,True
2016-04-26,389.717,390.62505100473345,True
2016-04-27,380.994,393.4391709669957,True
2016-04-28,380.281,394.5947225020439,True
2016-04-29,378.39599999999996,392.364955811101,True
2016-04-30,346.085,356.84099952939835,True
2016-05-01,354.0,367.06976940127487,True
2016-05-02,389.154,389.39580450774355,True
2016-05-03,388.94300000000004,395.43663983499647,True
2016-05-04,389.038,404.9422474688298,True
2016-05-05,387.37800000000004,399.4113799116346,True
2016-05-06,387.254,399.46435963136656,True
2016-05-07,352.37199999999996,361.31453857759436,True
2016-05-08,339.54900000000004,346.5973984922339,True
2016-05-09,381.31300000000005,383.51984364825626,True
2016-05-10,380.588,388.1747761744863,True
2016-05-11,383.158,398.4813988155818,True
2016-05-12,392.34,391.2677234822368,True
2016-05-13,388.92800000000005,376.129290489061,True
2016-05-14,356.35699999999997,351.6885387619062,True
2016-05-15,347.93300000000005,362.0038191183605,True
2016-05-16,384.61199999999997,400.48707386210566,True
2016-05-17,387.04900000000004,393.5600066063891,True
2016-05-18,384.22,399.11848054092286,True
2016-05-19,385.843,397.97344898071333,True
2016-05-20,385.918,399.67891642391226,True
2016-05-21,355.048,361.04824987386195,True
2016-05-22,348.293,363.84037773865964,True
2016-05-23,396.184,403.1509646130612,True
2016-05-24,402.223,408.46737846817916,True
2016-05-25,426.259,442.55073209778527,True
2016-05-26,463.51,455.5569763616236,True
2016-05-27,485.05400000000003,449.2579439033993,True
2016-05-28,476.111,427.68835642359807,True
2016-05-29,462.786,411.5205613997834,True
2016-05-30,451.765,437.747279148746,True
2016-05-31,495.695,456.89464925607274,True
2016-06-01,479.33099999999996,454.1388068541945,True
2016-06-02,462.879,432.8208119306479,True
2016-06-03,445.57800000000003,423.57761398276097,True
2016-06-04,433.42199999999997,415.9451291651888,True
2016-06-05,412.61800000000005,393.0103769728746,True
2016-06-06,465.961,456.88657109048756,True
2016-06-07,472.11400000000003,466.9338063716567,True
2016-06-08,411.017,435.8522057813675,True
2016-06-09,395.074,444.08280433076226,True
2016-06-10,403.29900000000004,444.88702275511827,True
2016-06-11,407.713,438.3190128465646,True
2016-06-12,420.25800000000004,436.65236421647137,True
2016-06-13,415.19800000000004,441.6626829508328,True
2016-06-14,425.009,461.6223360218469,True
2016-06-15,454.231,475.2897228569746,True
2016-06-16,467.31699999999995,461.19783337359274,True
2016-06-17,456.86,456.78265634276084,True
2016-06-18,430.656,440.33197978388495,True
2016-06-19,442.78,436.1202454932888,True
2016-06-20,512.384,477.2894811793283,True
2016-06-21,512.687,502.0335526463359,True
2016-06-22,488.62,496.82530176994896,True
2016-06-23,479.499,489.5846431086668,True
2016-06-24,482.36199999999997,484.37059216623607,True
2016-06-25,451.57199999999995,452.11241486286656,True
2016-06-26,462.51300000000003,455.7709319200192,True
2016-06-27,511.87800000000004,488.40292544568206,True
2016-06-28,494.977,488.4210767988028,True
2016-06-29,495.61800000000005,503.6593907078948,True
2016-06-30,493.209,509.3811088071168,True
2016-07-01,484.244,496.72832816943367,True
2016-07-02,414.657,461.1195730227027,True
2016-07-03,402.51300000000003,462.1564756730574,True
2016-07-04,431.18800000000005,504.8986093033515,True
2016-07-05,529.332,528.1672435228974,True
2016-07-06,582.571,551.4977929195665,True
2016-07-07,597.873,548.6229412349281,True
2016-07-08,561.883,530.2609608202542,True
2016-07-09,449.77099999999996,470.6371631604006,True
2016-07-10,436.477,479.91604464906004,True
2016-07-11,479.585,517.0830688869402,True
2016-07-12,510.704,533.9705542151773,True
2016-07-13,554.7230000000001,542.0368789445656,True
2016-07-14,581.221,553.3311796149767,True
2016-07-15,593.663,562.5676059109152,True
2016-07-16,524.048,523.695388390612,True
2016-07-17,516.595,522.6037332829036,True
2016-07-18,587.141,555.3938211164733,True
2016-07-19,530.891,553.345393593638,True
2016-07-20,505.61300000000006,546.8774342203383,True
2016-07-21,544.427,557.187513230829,True
2016-07-22,607.141,568.9688902789018,True
2016-07-23,582.999,550.1656493287401,True
2016-07-24,543.371,529.2797349816311,True
2016-07-25,590.779,557.6517394082846,True
2016-07-26,587.52,563.6043876319618,True
2016-07-27,589.46,569.7427397039696,True
2016-07-28,601.925,569.6496830305845,True
2016-07-29,563.564,540.2096397505579,True
2016-07-30,510.075,511.05071473508485,True
2016-07-31,486.99,499.0195199685343,True
2016-08-01,513.018,528.1471318511105,True
2016-08-02,500.866,533.3297060519509,True
2016-08-03,497.819,531.2343938858982,True
2016-08-04,514.677,535.0045199873027,True
2016-08-05,529.937,536.9345339434296,True
2016-08-06,522.0409999999999,516.951947787956,True
2016-08-07,491.397,512.9614816139162,True
2016-08-08,529.878,545.1515038287768,True
2016-08-09,544.304,554.206784436716,True
2016-08-10,590.8290000000001,562.8658548508454,True
2016-08-11,637.13,572.8741585092521,True
2016-08-12,638.311,561.3721993185128,True
2016-08-13,624.559,548.6802795635912,True
2016-08-14,602.839,535.8031821787438,True
2016-08-15,608.971,560.7597305662516,True
2016-08-16,614.121,565.6041992668218,True
2016-08-17,585.496,557.4654751195774,True
2016-08-18,560.3580000000001,549.5996810589869,True
2016-08-19,567.133,546.1777278749454,True
2016-08-20,527.145,504.1877848277268,True
2016-08-21,519.1759999999999,499.41561374426914,True
2016-08-22,492.38599999999997,516.2613417329183,True
2016-08-23,466.773,520.2148726780473,True
2016-08-24,510.908,534.5101184255486,True
2016-08-25,536.637,537.3411343300639,True
2016-08-26,581.314,543.9875956890182,True
2016-08-27,515.975,500.18443436291614,True
2016-08-28,512.84,487.61387485832,True
2016-08-29,566.2090000000001,531.0803549606122,True
2016-08-30,528.4830000000001,519.2096344298728,True
2016-08-31,542.4069999999999,527.8372512530365,True
2016-09-01,510.892,501.71382574223765,True
2016-09-02,467.223,494.0980881217051,True
2016-09-03,412.156,452.582954845523,True
2016-09-04,401.914,448.0128735102655,True
2016-09-05,420.62800000000004,490.43221115432414,True
2016-09-06,490.74,502.26377588052367,True
2016-09-07,527.993,502.01854480087746,True
2016-09-08,568.431,511.62882387017214,True
2016-09-09,599.246,521.3496990904121,True
2016-09-10,557.47,478.2563612209469,True
2016-09-11,491.936,457.89523209334493,True
2016-09-12,454.555,462.30973599109967,True
2016-09-13,467.801,477.48127200285694,True
2016-09-14,495.51300000000003,489.9219536845795,True
2016-09-15,437.048,459.07759695377433,True
2016-09-16,423.33,449.8621605073011,True
2016-09-17,401.95300000000003,427.725986012162,True
2016-09-18,445.858,440.600220013154,True
2016-09-19,489.474,461.82368684503604,True
2016-09-20,491.56,475.57642919600465,True
2016-09-21,478.966,478.55968026937353,True
2016-09-22,472.94,472.37813561034676,True
2016-09-23,468.086,467.6441838456509,True
2016-09-24,388.671,403.74909765957557,True
2016-09-25,359.66,396.56946628651303,True
2016-09-26,401.55,434.0143318171834,True
2016-09-27,422.099,440.6768348644197,True
2016-09-28,413.241,429.4245973540803,True
2016-09-29,399.85,423.5439308328793,True
2016-09-30,392.972,418.3405095888031,True
2016-10-01,365.856,384.38826283648615,True
2016-10-02,359.654,374.0870111382237,True
2016-10-03,397.319,410.9309979485681,True
2016-10-04,398.82800000000003,412.34209485398617,True
2016-10-05,393.417,412.1618268836301,True
2016-10-06,398.486,412.39687925752895,True
2016-10-07,398.1,402.70043066948386,True
2016-10-08,370.246,366.02863611543984,True
2016-10-09,356.85400000000004,365.5009258671286,True
2016-10-10,379.096,406.41372330456215,True
2016-10-11,391.017,411.8679640147705,True
2016-10-12,390.505,397.7026273577272,True
2016-10-13,396.037,394.0827861095514,True
2016-10-14,386.18800000000005,402.363801435182,True
2016-10-15,359.76599999999996,369.10534952862736,True
2016-10-16,357.142,353.482124632205,True
2016-10-17,409.711,402.12094051640344,True
2016-10-18,431.80300000000005,416.4153036518918,True
2016-10-19,435.466,420.8321142194178,True
2016-10-20,410.92699999999996,393.3425625217993,True
2016-10-21,416.925,390.0804239559619,True
2016-10-22,371.79900000000004,382.118027515696,True
2016-10-23,357.81800000000004,363.6983346933952,True
2016-10-24,391.36800000000005,395.670090418309,True
2016-10-25,399.909,426.6982658958613,True
2016-10-26,404.579,440.7869574400036,True
2016-10-27,420.778,434.91382831209444,True
2016-10-28,404.214,429.11913662683577,True
2016-10-29,375.585,380.33285217132874,True
2016-10-30,363.289,355.9409341322405,True
2016-10-31,393.835,416.1230515980092,True
2016-11-01,402.778,419.4586471067841,True
2016-11-02,397.134,398.8006850362138,True
2016-11-03,400.371,393.60574570230204,True
2016-11-04,389.504,395.1475043722269,True
2016-11-05,367.629,372.21433973652694,True
2016-11-06,374.837,364.81848458859884,True
2016-11-07,402.093,418.1424984792192,True
2016-11-08,402.55199999999996,404.23950910173926,True
2016-11-09,406.541,396.8575837695311,True
2016-11-10,404.098,413.7674519222513,True
2016-11-11,397.814,399.25397572113525,True
2016-11-12,381.709,394.2670894497583,True
2016-11-13,370.29699999999997,362.54249450843895,True
2016-11-14,402.074,382.5682986781136,True
2016-11-15,409.366,405.3328013428947,True
2016-11-16,401.855,394.52155982855555,True
2016-11-17,400.38800000000003,388.77915013898826,True
2016-11-18,396.88800000000003,384.0759532322378,True
2016-11-19,372.816,351.11897882363746,True
2016-11-20,393.76,395.57710869689976,True
2016-11-21,440.043,433.37888057424306,True
2016-11-22,437.46,440.7826386978904,True
2016-11-23,425.671,436.91102429460955,True
2016-11-24,381.73,419.36306301005726,True
2016-11-25,383.12800000000004,397.5253294222762,True
2016-11-26,378.269,379.36560531138116,True
2016-11-27,382.926,382.1565717802024,True
2016-11-28,416.66900000000004,412.52807324677,True
2016-11-29,419.725,384.2574594091294,True
2016-11-30,411.659,393.34658269025005,True
2016-12-01,411.145,408.7378254732938,True
2016-12-02,414.31,420.93350304431647,True
2016-12-03,394.064,396.13597857151865,True
2016-12-04,389.792,398.00441201470966,True
2016-12-05,429.074,429.00396949772943,True
2016-12-06,429.869,442.9216402889868,True
2016-12-07,430.517,442.66346964094066,True
2016-12-08,434.43800000000005,405.3292458080421,True
2016-12-09,442.97,415.9780539452497,True
2016-12-10,425.403,444.5151905536396,True
2016-12-11,425.42800000000005,439.44980153044946,True
2016-12-12,445.048,441.42203358333586,True
2016-12-13,440.463,452.2625286261371,True
2016-12-14,446.62800000000004,458.3656690848534,True
2016-12-15,483.38599999999997,503.14254186006696,True
2016-12-16,492.06199999999995,505.7498077277416,True
2016-12-17,451.134,437.8865392125252,True
2016-12-18,421.235,388.53896770478286,True
2016-12-19,472.53,485.766959321483,True
2016-12-20,476.31300000000005,487.92361598739126,True
2016-12-21,457.457,458.175641725744,True
2016-12-22,445.329,434.76851134569273,True
2016-12-23,427.625,425.93408091646353,True
2016-12-24,404.164,393.85996562955626,True
2016-12-25,381.176,385.2291978815289,True
2016-12-26,413.441,430.8323749795213,True
2016-12-27,414.24800000000005,389.3356759863795,True
2016-12-28,430.36400000000003,442.21811864215124,True
2016-12-29,439.63,434.9633809234896,True
2016-12-30,432.801,439.742937519645,True
2016-12-31,415.51,402.5022714926787,True
2017-01-01,385.76099999999997,374.9974010727545,True
2017-01-02,417.439,430.0405106077846,True
2017-01-03,434.149,430.9948015173551,True
2017-01-04,429.76199999999994,421.2001926227065,True
2017-01-05,459.228,467.7309711552223,True
2017-01-06,460.14599999999996,465.6895857386254,True
2017-01-07,455.787,461.8018315923699,True
2017-01-08,457.43699999999995,462.94089201528965,True
2017-01-09,493.903,501.6389182463368,True
2017-01-10,480.591,465.2038449207326,True
2017-01-11,433.66900000000004,414.9129265236607,True
2017-01-12,417.899,382.16841904208036,True
2017-01-13,420.592,415.51444097572426,True
2017-01-14,422.903,435.56381067166944,True
2017-01-15,409.086,419.4208120995467,True
2017-01-16,432.725,445.3973957625498,True
2017-01-17,437.963,442.44182401954646,True
2017-01-18,431.70300000000003,442.86249134389203,True
2017-01-19,424.35,431.5684586107066,True
2017-01-20,422.625,429.2136798108834,True
2017-01-21,383.73,391.94834360898847,True
2017-01-22,378.915,380.87966526378136,True
2017-01-23,428.349,435.6023698725467,True
2017-01-24,442.037,452.54942234778275,True
2017-01-25,430.292,427.2065889309766,True
2017-01-26,424.921,410.85449994288564,True
2017-01-27,430.153,429.90515354449724,True
2017-01-28,409.87,413.3297124378316,True
2017-01-29,399.86,399.51580209655225,True
2017-01-30,443.417,452.3578373194266,True
2017-01-31,460.098,472.74695332196336,True
2017-02-01,440.904,430.79540306797014,True
2017-02-02,439.68,441.12989778016066,True
2017-02-03,450.588,465.629685906767,True
2017-02-04,428.11199999999997,439.0033278351947,True
2017-02-05,413.851,401.6826260497276,True
2017-02-06,430.649,421.4554300983745,True
2017-02-07,440.033,440.95411987118354,True
2017-02-08,418.25199999999995,407.55474253175646,True
2017-02-09,449.346,476.99196201624034,True
2017-02-10,463.916,478.07820502326535,True
2017-02-11,415.569,400.03420866078767,True
2017-02-12,417.591,416.981341298789,True
2017-02-13,445.85900000000004,448.9416349462017,True
2017-02-14,440.332,457.2166238396871,True
2017-02-15,433.259,439.6360935508463,True
2017-02-16,444.204,466.7209131815239,True
2017-02-17,437.39599999999996,453.4021476776438,True
2017-02-18,388.87,369.87666697681175,True
2017-02-19,362.897,335.1372271539233,True
2017-02-20,390.397,406.1106432987729,True
2017-02-21,415.464,435.9227910966587,True
2017-02-22,401.542,408.1871517044287,True
2017-02-23,393.69300000000004,390.6147222385284,True
2017-02-24,386.338,369.1730983265697,True
2017-02-25,363.207,351.6773833450999,True
2017-02-26,379.389,398.39483699840525,True
2017-02-27,413.792,412.43961415914634,True
2017-02-28,402.941,394.1373792312647,True
2017-03-01,396.31699999999995,375.500982669568,True
2017-03-02,408.44800000000004,412.2866417549238,True
2017-03-03,432.26099999999997,453.20808523257506,True
2017-03-04,430.211,452.1428609582638,True
2017-03-05,428.55400000000003,439.3167398420028,True
2017-03-06,436.103,436.4813173121311,True
2017-03-07,418.233,400.1722453562613,True
2017-03-08,396.676,375.7202677371506,True
2017-03-09,397.909,377.40231433770884,True
2017-03-10,429.68199999999996,438.3953660187053,True
2017-03-11,439.384,449.4379117959384,True
2017-03-12,415.50800000000004,431.19487649212107,True
2017-03-13,457.889,461.43595865122643,True
2017-03-14,448.541,463.6086423551557,True
2017-03-15,463.24199999999996,480.99279239803764,True
2017-03-16,452.11400000000003,453.23278243317804,True
2017-03-17,430.93800000000005,426.1632565297096,True
2017-03-18,410.421,401.84527880041395,True
2017-03-19,387.276,380.9767629762184,True
2017-03-20,416.92199999999997,407.9179534603202,True
2017-03-21,405.51,390.34959768234916,True
2017-03-22,424.074,441.9114877713711,True
2017-03-23,435.592,451.1561895526222,True
2017-03-24,420.495,399.00463607870495,True
