ds,"Temperature, daily mean (degC)","Temperature, daily peak (degC)",Holiday,Weekend,"Electricity demand, daily sum, (GWh)",Month,dayOfWeek,yhat_lgbm
2015-10-02,21.88333333333333,32.8,False,False,45.803,10,4,50.99779206083255
2015-10-03,18.944444444444446,30.0,False,True,42.059,10,5,41.36186452707229
2015-10-04,18.802083333333336,25.6,False,True,39.942,10,6,40.539778669748266
2015-10-05,19.989583333333336,26.85,False,False,44.835,10,0,45.17645482336683
2015-10-06,20.58125,27.2,False,False,46.591,10,1,46.34038657287055
2015-10-07,21.1875,28.9,False,False,47.698,10,2,47.24989978770669
2015-10-08,22.779166666666672,31.1,False,False,50.575,10,3,53.4041855947202
2015-10-09,22.495833333333337,32.8,False,False,50.784,10,4,50.91488969663421
2015-10-10,21.3375,31.1,False,True,46.362,10,5,45.44403086933463
2015-10-11,21.59166666666667,32.2,False,True,45.656,10,6,47.401501455264615
2015-10-12,22.466666666666665,34.4,True,False,51.091,10,0,49.06454147724204
2015-10-13,24.20833333333333,35.6,False,False,53.891,10,1,54.751506763053385
2015-10-14,24.075,32.8,False,False,52.965,10,2,55.46733652349135
2015-10-15,23.16666666666666,30.6,False,False,51.148,10,3,53.49361335711491
2015-10-16,22.67916666666666,31.1,False,False,50.855,10,4,51.08604682040449
2015-10-17,18.860416666666666,24.4,False,True,41.718,10,5,40.91360530212897
2015-10-18,17.2375,23.3,False,True,39.658,10,6,40.17162543018608
2015-10-19,18.39583333333333,25.0,False,False,43.173,10,0,43.559847251516736
2015-10-20,21.304166666666667,30.0,False,False,43.953,10,1,47.72851646194994
2015-10-21,19.575,29.4,False,False,43.888,10,2,45.49234281077496
2015-10-22,19.495833333333334,28.3,False,False,44.541,10,3,45.4093997928478
2015-10-23,17.825,27.2,False,False,43.297,10,4,43.33460853906449
2015-10-24,17.895833333333332,27.2,False,True,40.168,10,5,40.800655020827605
2015-10-25,19.03333333333333,26.7,False,True,39.873,10,6,40.48512700552267
2015-10-26,16.973194444444445,27.2,False,False,43.407,10,0,43.38507857169345
2015-10-27,17.866666666666667,22.2,False,False,42.69,10,1,43.20381978598765
2015-10-28,17.787500000000005,23.3,False,False,42.98,10,2,43.34418819115936
2015-10-29,19.1375,26.7,False,False,42.806,10,3,44.391342702516404
2015-10-30,19.32916666666667,29.4,False,False,42.61,10,4,44.77991885867692
2015-10-31,19.904166666666665,28.3,False,True,40.049,10,5,41.43003352698499
2015-11-01,17.320833333333336,20.0,False,True,40.714,11,6,40.35860930991449
2015-11-02,13.36875,15.866666666666667,False,False,41.069,11,0,43.64621226188816
2015-11-03,12.476388888888886,18.9,False,False,41.344,11,1,42.799130178435426
2015-11-04,12.216666666666669,18.3,False,False,42.135,11,2,43.042376231672925
2015-11-05,10.552083333333334,18.3,False,False,43.162,11,3,43.06633424311766
2015-11-06,10.686111111111112,19.4,False,False,43.001,11,4,42.789338367440465
2015-11-07,11.170833333333334,20.0,False,True,40.393,11,5,40.16449037667453
2015-11-08,10.812083333333332,13.95,False,True,41.028,11,6,40.97507993050065
2015-11-09,10.014583333333333,11.7,False,False,44.801,11,0,44.73627389251483
2015-11-10,9.971875,15.0,False,False,43.707,11,1,44.08895624953145
2015-11-11,8.438125000000001,15.0,True,False,43.948,11,2,42.58718288860139
2015-11-12,8.759265873015872,17.2,False,False,44.661,11,3,44.229141244222106
2015-11-13,9.968333333333334,18.3,False,False,43.924,11,4,43.14763598708534
2015-11-14,10.982291666666669,18.3,False,True,41.0,11,5,40.34013261344951
2015-11-15,11.240277777777775,17.2,False,True,41.627,11,6,40.24887703012072
2015-11-16,10.45,16.1,False,False,45.017,11,0,43.58316289749684
2015-11-17,9.470833333333331,16.1,False,False,45.289,11,1,44.45660133814418
2015-11-18,9.975000000000003,17.8,False,False,44.958,11,2,43.60919825761995
2015-11-19,11.479027777777777,19.4,False,False,44.174,11,3,43.07380133262461
2015-11-20,12.97,22.2,False,False,43.275,11,4,42.28740492459535
2015-11-21,12.37842261904762,21.1,False,True,40.497,11,5,39.94062248087105
2015-11-22,11.62331349206349,20.6,False,True,39.866,11,6,39.859470204343474
2015-11-23,11.622261904761906,18.9,False,False,42.73,11,0,42.98023417635243
2015-11-24,10.525,14.4,False,False,44.059,11,1,43.99918950177799
2015-11-25,5.608333333333332,11.1,False,False,45.378,11,2,46.08419757949595
2015-11-26,6.272916666666666,12.8,True,False,42.353,11,3,43.26471024092504
2015-11-27,7.333333333333335,13.9,False,False,42.631,11,4,44.73889356727983
2015-11-28,5.416666666666665,13.3,False,True,43.195,11,5,43.67708612666104
2015-11-29,4.3625,13.9,False,True,44.465,11,6,43.249429535472544
2015-11-30,5.120833333333333,10.6,False,False,48.828,11,0,46.77750361231237
2015-12-01,6.899999999999999,14.4,False,False,47.236,12,1,47.41399048559087
2015-12-02,9.670833333333334,14.4,False,False,45.757,12,2,46.44386649695122
2015-12-03,9.16784722222222,12.2,False,False,47.026,12,3,47.16293886523687
2015-12-04,9.620833333333334,16.1,False,False,45.095,12,4,45.80625784977324
2015-12-05,7.872465277777779,12.8,False,True,43.898,12,5,44.69721073892175
2015-12-06,13.179166666666664,17.2,False,True,42.63,12,6,42.48669531352305
2015-12-07,12.242321428571431,16.85,False,False,44.489,12,0,45.421358456099824
2015-12-08,10.197048611111107,11.7,False,False,45.678,12,1,46.81924997717558
2015-12-09,12.9,16.7,False,False,45.261,12,2,45.99492566953782
2015-12-10,13.263888888888893,17.2,False,False,44.828,12,3,45.458977189916396
2015-12-11,9.716666666666669,14.4,False,False,44.518,12,4,46.089870274190396
2015-12-12,8.432217261904759,12.8,False,True,43.911,12,5,44.50012073847677
2015-12-13,9.57430555555556,13.9,False,True,44.187,12,6,43.437175209585526
2015-12-14,6.791666666666665,12.8,False,False,48.079,12,0,48.017991821489964
2015-12-15,7.677083333333332,13.3,False,False,48.186,12,1,47.69269583943353
2015-12-16,4.883333333333334,11.7,False,False,48.695,12,2,48.91515135972939
2015-12-17,7.620833333333331,13.3,False,False,47.411,12,3,47.60592650308358
2015-12-18,9.170833333333334,13.9,False,False,46.934,12,4,46.51177780675945
2015-12-19,8.774166666666664,13.95,False,True,43.984,12,5,44.21718456675439
2015-12-20,7.764409722222222,11.7,False,True,45.507,12,6,44.86233020301485
2015-12-21,9.346180555555556,10.5,False,False,48.415,12,0,47.97988053777272
2015-12-22,13.359027777777778,17.2,False,False,44.749,12,1,45.51808819892822
2015-12-23,8.952777777777778,14.4,False,False,44.781,12,2,46.865774029520274
2015-12-24,7.179166666666667,11.1,False,False,45.551,12,3,47.82210218770639
2015-12-25,4.937500000000001,11.1,True,False,43.626,12,4,46.03913911722336
2015-12-26,4.979166666666666,12.2,False,True,44.644,12,5,45.96390932468764
2015-12-27,3.7541666666666655,7.2,False,True,46.988,12,6,46.67270802272415
2015-12-28,5.229166666666667,10.0,False,False,47.87,12,0,49.510240268572254
2015-12-29,3.721944444444445,10.0,False,False,49.509,12,1,49.560317144698125
2015-12-30,4.576388888888889,9.4,False,False,49.026,12,2,49.55132583435492
2015-12-31,3.2279513888888896,11.1,False,False,48.211,12,3,48.83334606983683
2016-01-01,4.1875,9.4,True,False,46.376,1,4,46.357033221441874
2016-01-02,5.779166666666668,10.0,False,True,45.532,1,5,45.84344197759471
2016-01-03,7.983333333333332,13.3,False,True,42.941,1,6,44.037281697071194
2016-01-04,8.579166666666666,12.2,False,False,47.084,1,0,47.41076893988
2016-01-05,10.212152777777778,12.1,False,False,46.344,1,1,46.59182833128574
2016-01-06,9.447916666666668,11.05,False,False,47.51,1,2,47.39720398006499
2016-01-07,7.748472222222222,11.05,False,False,46.835,1,3,47.780398423270334
2016-01-08,6.232361111111113,11.1,False,False,47.666,1,4,47.85364280189716
2016-01-09,9.422916666666664,11.7,False,True,44.649,1,5,44.338201009147994
2016-01-10,9.743402777777778,13.9,False,True,43.337,1,6,43.04304125845956
2016-01-11,10.113541666666668,15.6,False,False,46.421,1,0,45.94926600942044
2016-01-12,9.140303030303029,14.4,False,False,46.993,1,1,46.82419486139787
2016-01-13,11.314583333333331,15.6,False,False,46.522,1,2,45.797563692934226
2016-01-14,8.23988095238095,11.7,False,False,48.794,1,3,47.58962284968061
2016-01-15,9.40763888888889,12.8,False,False,45.866,1,4,46.7507391115762
2016-01-16,11.788194444444445,15.0,False,True,42.713,1,5,42.68172733170043
2016-01-17,12.607638888888893,13.9,False,True,42.063,1,6,42.80056130478586
2016-01-18,13.904861111111108,16.7,True,False,43.136,1,0,43.743940611375756
2016-01-19,12.955555555555556,15.0,False,False,45.14,1,1,45.818849483013445
2016-01-20,10.93388888888889,15.0,False,False,44.384,1,2,45.74519307955569
2016-01-21,12.84861111111111,17.2,False,False,44.163,1,3,45.25480539874953
2016-01-22,12.902083333333335,14.4,False,False,44.769,1,4,45.84455380964671
2016-01-23,11.822638888888887,14.4,False,True,41.708,1,5,43.05161925548712
2016-01-24,9.546874999999998,14.4,False,True,41.996,1,6,43.02686813425957
2016-01-25,10.593611111111112,15.6,False,False,44.468,1,0,45.623906570779674
2016-01-26,9.589136904761904,15.6,False,False,45.238,1,1,46.032528695927006
2016-01-27,10.696805555555557,17.2,False,False,44.818,1,2,45.40536237688131
2016-01-28,10.09013888888889,13.9,False,False,46.372,1,3,46.302833538575996
2016-01-29,13.178472222222226,15.0,False,False,45.173,1,4,45.49535660903553
2016-01-30,11.941666666666668,15.6,False,True,41.057,1,5,42.73064129710264
2016-01-31,9.9625,13.3,False,True,42.279,1,6,43.31493272339087
2016-02-01,7.900000000000002,13.3,False,False,46.429,2,0,46.35392461365217
2016-02-02,6.862500000000002,9.4,False,False,47.354,2,1,47.27345664806419
2016-02-03,7.4638888888888895,11.7,False,False,47.129,2,2,46.6066858798992
2016-02-04,9.1375,14.4,False,False,45.04,2,3,45.692313880379324
2016-02-05,8.578333333333333,15.6,False,False,44.373,2,4,45.26873479989385
2016-02-06,10.234375,17.8,False,True,41.147,2,5,41.101501445023914
2016-02-07,11.643055555555556,21.1,False,True,39.933,2,6,40.21377973821295
2016-02-08,13.186428571428577,23.3,False,False,42.914,2,0,43.3549577473867
2016-02-09,13.619444444444444,22.8,False,False,42.879,2,1,43.45840325973405
2016-02-10,12.583159722222222,20.6,False,False,42.968,2,2,43.690525757505235
2016-02-11,13.033333333333331,21.1,False,False,43.074,2,3,43.515824432062104
2016-02-12,13.285277777777774,20.6,False,False,42.841,2,4,43.21056844212769
2016-02-13,13.914027777777775,22.2,False,True,39.894,2,5,40.3049709336405
2016-02-14,16.20416666666667,23.9,False,True,39.301,2,6,40.21878890291621
2016-02-15,15.886111111111113,25.0,True,False,41.417,2,0,42.04037574473126
2016-02-16,15.515277777777778,23.9,False,False,43.04,2,1,43.829618714578004
2016-02-17,16.166666666666668,20.0,False,False,43.596,2,2,44.098274083386585
2016-02-18,11.826388888888893,15.6,False,False,43.639,2,3,44.88273617802191
2016-02-19,11.274305555555555,16.7,False,False,43.957,2,4,44.50318561854007
2016-02-20,10.253819444444444,15.6,False,True,40.643,2,5,41.77003913019462
2016-02-21,10.688095238095238,18.3,False,True,40.238,2,6,40.5045398250941
2016-02-22,12.1725,20.6,False,False,43.381,2,0,43.47011074965318
2016-02-23,12.158333333333337,20.6,False,False,43.558,2,1,43.57933373925406
2016-02-24,13.341666666666669,21.1,False,False,43.339,2,2,43.690525757505235
2016-02-25,14.39583333333333,22.2,False,False,43.226,2,3,43.50926628005849
2016-02-26,14.254166666666668,20.6,False,False,42.672,2,4,43.25451110472157
2016-02-27,13.153611111111116,18.9,False,True,39.419,2,5,40.618373500286474
2016-02-28,12.737500000000002,20.0,False,True,39.813,2,6,39.925259654740486
2016-02-29,14.76086956521739,22.8,False,False,42.835,2,0,43.44006351376503
2016-03-01,15.633333333333333,21.7,False,False,42.718,3,1,42.73222596108852
2016-03-02,15.04041666666666,21.7,False,False,42.626,3,2,42.65408425958751
2016-03-03,15.816666666666668,18.6,False,False,42.78,3,3,42.91451685425744
2016-03-04,16.427777777777777,20.0,False,False,43.007,3,4,42.51434763840959
2016-03-05,15.789097222222225,17.866666666666664,False,True,40.764,3,5,39.992295568023664
2016-03-06,12.268750000000002,15.0,False,True,39.663,3,6,40.399088128095705
2016-03-07,9.394146825396826,12.8,False,False,44.551,3,0,44.901421572724296
2016-03-08,9.5375,14.4,False,False,44.534,3,1,44.299470423598535
2016-03-09,13.958333333333336,18.9,False,False,43.588,3,2,42.85250211165639
2016-03-10,14.567708333333334,17.2,False,False,44.119,3,3,43.141531788398254
2016-03-11,12.039583333333336,14.4,False,False,44.597,3,4,43.71499836546624
2016-03-12,11.904672619047622,15.0,False,True,41.709,3,5,40.80818080847116
2016-03-13,12.444855072463769,13.6,False,True,40.565,3,6,40.74655361544619
2016-03-14,13.0375,16.7,False,False,43.006,3,0,43.49017300582299
2016-03-15,12.183333333333335,18.9,False,False,43.205,3,1,42.71747768968025
2016-03-16,13.545833333333334,21.1,False,False,43.051,3,2,42.589600359607914
2016-03-17,15.241666666666664,24.4,False,False,43.066,3,3,43.32029533285522
2016-03-18,14.918749999999998,22.2,False,False,42.8,3,4,42.14625917936545
2016-03-19,15.070833333333333,21.7,False,True,39.454,3,5,39.53012925631403
2016-03-20,15.079166666666667,19.4,False,True,39.257,3,6,39.42779839474925
2016-03-21,13.358333333333333,17.2,False,False,42.903,3,0,43.018050178873956
2016-03-22,12.020833333333334,17.8,False,False,42.664,3,1,42.797780355041155
2016-03-23,13.633333333333333,20.6,False,False,42.304,3,2,42.589600359607914
2016-03-24,14.425,22.2,False,False,41.951,3,3,42.42416982460292
2016-03-25,15.075,22.8,False,False,40.748,3,4,42.14625917936545
2016-03-26,16.94166666666667,23.9,False,True,38.254,3,5,39.7610550120798
2016-03-27,15.38194444444444,20.6,False,True,37.049,3,6,39.44637209826929
2016-03-28,11.7875,16.7,False,False,40.743,3,0,43.447036517674306
2016-03-29,12.633333333333333,18.9,False,False,41.439,3,1,42.65282550201127
2016-03-30,13.245833333333332,21.7,False,False,41.503,3,2,42.539099545010416
2016-03-31,14.412499999999996,22.2,False,False,41.107,3,3,42.42416982460292
2016-04-01,14.866666666666664,21.7,False,False,40.548,4,4,41.04871479717511
2016-04-02,16.04583333333333,23.9,False,True,37.933,4,5,38.743311854752655
2016-04-03,15.858333333333334,24.4,False,True,37.562,4,6,38.99533082909145
2016-04-04,16.833333333333332,25.6,False,False,41.633,4,0,42.218823482357884
2016-04-05,18.966666666666665,27.2,False,False,42.368,4,1,43.671832764666355
2016-04-06,20.27916666666667,30.6,False,False,44.73,4,2,46.522296136019655
2016-04-07,17.941666666666666,23.9,False,False,43.382,4,3,42.38726838546485
2016-04-08,16.945833333333333,22.8,False,False,41.977,4,4,41.64456525649385
2016-04-09,14.75472222222222,15.733333333333334,False,True,39.015,4,5,39.64487902573716
2016-04-10,14.629861111111111,17.8,False,True,38.166,4,6,38.61389913457242
2016-04-11,15.927083333333336,21.55,False,False,41.517,4,0,41.818796506442375
2016-04-12,15.11284722222222,19.6,False,False,41.334,4,1,42.0482418338242
2016-04-13,14.741666666666667,21.1,False,False,41.156,4,2,41.88983935570529
2016-04-14,14.505555555555558,20.0,False,False,40.792,4,3,41.66518056331864
2016-04-15,15.7875,23.9,False,False,40.802,4,4,41.33390766636544
2016-04-16,18.820833333333333,28.9,False,True,38.895,4,5,39.750496099161666
2016-04-17,19.654166666666665,29.4,False,True,40.436,4,6,40.217321193408544
2016-04-18,21.32083333333333,31.1,False,False,46.457,4,0,47.90882597839758
2016-04-19,20.4125,30.0,False,False,46.178,4,1,45.92014731843917
2016-04-20,18.541666666666668,26.1,False,False,44.232,4,2,43.13297521786838
2016-04-21,17.520833333333332,23.3,False,False,43.167,4,3,42.42393272413512
2016-04-22,14.65763888888889,17.2,False,False,41.308,4,4,41.59947288450596
2016-04-23,14.658333333333331,21.7,False,True,38.086,4,5,38.44322445457332
2016-04-24,16.220833333333335,23.3,False,True,37.92,4,6,38.56830031906881
2016-04-25,15.433333333333335,21.7,False,False,40.699,4,0,41.818796506442375
2016-04-26,15.604166666666666,21.7,False,False,41.404,4,1,41.97673367914143
2016-04-27,13.849826388888888,21.7,False,False,41.311,4,2,41.75331595545417
2016-04-28,17.465810185185187,27.2,False,False,41.933,4,3,43.14145849225654
2016-04-29,17.308333333333334,25.0,False,False,41.754,4,4,42.2646785245267
2016-04-30,20.7875,28.3,False,True,39.309,4,5,41.88271440977079
2016-05-01,20.910416666666663,29.4,False,True,41.44,5,6,42.3462386882562
2016-05-02,20.14166666666667,28.3,False,False,45.817,5,0,45.82442612010207
2016-05-03,20.002083333333328,28.9,False,False,45.732,5,1,46.397705347907085
2016-05-04,18.70833333333333,25.6,False,False,45.071,5,2,45.254746433903684
2016-05-05,15.808333333333332,17.8,False,False,42.443,5,3,43.12836039322506
2016-05-06,15.311805555555557,18.3,False,False,41.762,5,4,42.39430156300855
2016-05-07,15.02777777777778,17.8,False,True,38.872,5,5,39.673800509796976
2016-05-08,16.90833333333333,22.2,False,True,38.316,5,6,39.277956513930356
2016-05-09,17.29375,23.9,False,False,43.469,5,0,43.623674727196246
2016-05-10,20.137500000000006,31.1,False,False,46.127,5,1,47.59429476221059
2016-05-11,20.78333333333333,31.7,False,False,48.48,5,2,47.81444380697861
2016-05-12,20.50416666666667,31.7,False,False,49.974,5,3,47.420654961957325
2016-05-13,17.466666666666665,25.0,False,False,44.952,5,4,43.560633500036964
2016-05-14,17.6375,25.0,False,True,40.3,5,5,40.77099817542497
2016-05-15,19.079166666666666,27.8,False,True,41.358,5,6,40.45964477621517
2016-05-16,21.6125,30.0,False,False,47.289,5,0,51.2547004530061
2016-05-17,26.0375,34.4,False,False,52.433,5,1,58.79237527407571
2016-05-18,25.187500000000004,36.1,False,False,56.784,5,2,59.17639667727639
2016-05-19,19.645833333333336,26.1,False,False,47.593,5,3,46.196878399446184
2016-05-20,14.379166666666668,20.0,False,False,41.214,5,4,42.02177920521359
2016-05-21,14.629861111111111,20.0,False,True,37.8,5,5,39.34473652724978
2016-05-22,15.329166666666666,21.7,False,True,37.624,5,6,39.299544084809625
2016-05-23,16.620833333333334,23.9,False,False,42.076,5,0,42.83548609004785
2016-05-24,16.59130434782609,23.3,False,False,43.379,5,1,43.09299123378693
2016-05-25,17.685416666666665,25.6,False,False,44.362,5,2,44.59227807415546
2016-05-26,19.39166666666667,28.3,False,False,46.528,5,3,46.3023488214187
2016-05-27,22.01666666666667,31.7,False,False,48.38,5,4,50.05612441931818
2016-05-28,24.212499999999995,32.2,False,True,46.834,5,5,50.774368405970165
2016-05-29,22.816666666666663,33.3,False,True,48.539,5,6,49.30272704938162
2016-05-30,24.212499999999995,35.0,True,False,53.095,5,0,52.08442792680855
2016-05-31,26.404166666666654,38.3,False,False,62.454,5,1,61.7814002348515
2016-06-01,25.32083333333333,35.0,False,False,62.747,6,2,64.50371316048782
2016-06-02,24.445833333333336,36.7,False,False,60.449,6,3,61.65047924782692
2016-06-03,28.099999999999994,38.9,False,False,64.445,6,4,71.97879637266551
2016-06-04,26.412500000000005,33.9,False,True,57.759,6,5,61.97429860149284
2016-06-05,24.95416666666667,36.1,False,True,57.865,6,6,57.38915714912174
2016-06-06,22.0625,32.2,False,False,59.763,6,0,55.201515300172154
2016-06-07,20.439583333333328,29.4,False,False,54.751,6,1,51.03732527091889
2016-06-08,19.525,28.3,False,False,49.982,6,2,50.378883501895274
2016-06-09,19.523611111111112,26.7,False,False,48.851,6,3,49.759596972719606
2016-06-10,19.8875,28.3,False,False,47.779,6,4,48.513691743824914
2016-06-11,22.266666666666666,31.1,False,True,46.011,6,5,50.6240279120084
2016-06-12,21.870833333333334,29.4,False,True,48.614,6,6,48.87289881358133
2016-06-13,19.01875,26.7,False,False,48.351,6,0,48.13316249478021
2016-06-14,18.14583333333333,23.9,False,False,44.849,6,1,46.898443175673876
2016-06-15,15.975,21.1,False,False,41.991,6,2,46.6116820274252
2016-06-16,18.020833333333336,25.0,False,False,43.636,6,3,47.41224846224501
2016-06-17,19.741666666666664,25.6,False,False,45.848,6,4,47.80667823457384
2016-06-18,21.03333333333334,26.1,False,True,43.884,6,5,45.89648419042912
2016-06-19,23.475,32.2,False,True,47.67,6,6,52.999988196187026
2016-06-20,24.83333333333333,35.0,False,False,57.466,6,0,60.842458416269686
2016-06-21,25.950000000000003,36.7,False,False,61.465,6,1,63.88099286647744
2016-06-22,22.91666666666666,32.2,False,False,58.984,6,2,57.32245373393771
2016-06-23,22.2875,32.2,False,False,55.481,6,3,55.748062786268456
2016-06-24,23.2125,33.3,False,False,54.795,6,4,55.66997349770896
