ds,"Temperature, daily mean (degC)","Temperature, daily peak (degC)",Holiday,Weekend,"Electricity demand, daily sum, (GWh)",Month,dayOfWeek,yhat_lgbm
2016-03-03,-0.5666666666666667,1.7,False,False,446.427,3,3,443.0780560283917
2016-03-04,0.7450694444444447,3.9,False,False,443.883,3,4,436.26764091141456
2016-03-05,1.1041666666666667,4.4,False,True,410.113,3,5,402.1205893077495
2016-03-06,3.4291666666666685,6.7,False,True,391.476,3,6,387.3716192363321
2016-03-07,9.166666666666668,15.6,False,False,416.749,3,0,404.21398200178186
2016-03-08,12.137499999999998,18.3,False,False,402.821,3,1,395.9151439862002
2016-03-09,16.387500000000003,24.4,False,False,394.312,3,2,391.810240153837
2016-03-10,21.454166666666666,25.6,False,False,395.785,3,3,416.04034232772796
2016-03-11,14.270833333333334,19.4,False,False,392.049,3,4,385.95131141184805
2016-03-12,10.429166666666667,14.4,False,True,364.447,3,5,368.72920269353597
2016-03-13,13.578260869565218,16.7,False,True,342.479,3,6,356.33020214493246
2016-03-14,6.975694444444442,10.6,False,False,405.19,3,0,410.1793670476953
2016-03-15,9.729166666666668,13.3,False,False,403.055,3,1,400.9348211500452
2016-03-16,12.3375,17.8,False,False,392.597,3,2,392.33637133715274
2016-03-17,11.376388888888888,16.1,False,False,392.343,3,3,398.36644444272616
2016-03-18,10.4625,13.3,False,False,395.53,3,4,395.2057034040862
2016-03-19,5.4375,7.8,False,True,377.021,3,5,383.91218107850295
2016-03-20,2.3976388888888884,5.0,False,True,383.16,3,6,391.819483686774
2016-03-21,4.171825396825397,9.4,False,False,415.572,3,0,421.8777675253793
2016-03-22,7.270833333333332,12.8,False,False,410.808,3,1,414.17036684082507
2016-03-23,14.55833333333333,21.7,False,False,400.76,3,2,392.33637133715274
2016-03-24,8.689583333333335,11.7,False,False,398.532,3,3,406.88905867232535
2016-03-25,14.962916666666665,21.7,False,False,386.481,3,4,385.95131141184805
2016-03-26,7.0354166666666655,12.2,False,True,363.413,3,5,378.8178696072209
2016-03-27,7.735416666666663,12.2,False,True,347.215,3,6,369.9056849581351
2016-03-28,9.05451388888889,15.6,False,False,395.895,3,0,404.21398200178186
2016-03-29,8.358333333333334,11.1,False,False,399.871,3,1,407.48695573811693
2016-03-30,7.420833333333334,11.7,False,False,397.534,3,2,411.6992205963184
2016-03-31,16.041666666666668,22.2,False,False,392.33,3,3,391.74024244766775
2016-04-01,19.67638888888889,25.6,False,False,392.179,4,4,384.63148166593743
2016-04-02,11.820833333333336,16.1,False,True,365.202,4,5,359.36760155068356
2016-04-03,3.8440972222222234,10.0,False,True,378.696,4,6,381.6755874807672
2016-04-04,3.743055555555556,10.0,False,False,430.637,4,0,416.0464069568358
2016-04-05,0.9229166666666666,5.6,False,False,430.295,4,1,424.3346803422661
2016-04-06,4.120833333333334,8.3,False,False,426.492,4,2,417.06087621537733
2016-04-07,12.055555555555555,13.9,False,False,407.171,4,3,389.347335101687
