,"Electricity demand, daily sum, (GWh)","Temperature, daily mean (degC)","Temperature, daily peak (degC)",Holiday,yhat_rf,yhat_svm,yhat_nn
2015-11-09,72.65,14.674999999999995,18.9,False,72.85849264952664,73.09087472737649,75.13745699428306
2015-11-10,72.85,12.679166666666667,18.3,False,73.27151949369387,73.3502147327968,75.95614367244309
2015-11-11,72.561,13.033333333333331,22.2,True,68.25469716015,72.06148549555472,70.5216576043795
2015-11-12,73.946,14.25416666666667,24.4,False,72.94735525512242,72.162387370749,74.98343071155912
2015-11-13,73.258,16.34583333333333,26.7,False,72.90571901114639,72.58703719750828,74.09010897202194
2015-11-14,67.087,15.679166666666667,24.4,False,65.59903534302936,66.2846622069404,68.59607466954142
2015-11-15,64.655,12.697916666666666,18.9,False,64.87673069926863,65.15512736408755,66.9473862375629
2015-11-16,73.596,11.820833333333336,15.6,False,73.72164555445485,74.03078695765137,75.89780601168852
2015-11-17,74.622,14.202083333333333,22.2,False,72.94735525512242,72.62670307403958,75.50361043760141
2015-11-18,74.667,15.833333333333336,25.0,False,72.90571901114639,72.31173622784388,75.32662408064965
2015-11-19,75.111,18.1625,28.3,False,73.88688965821109,74.48692863243701,73.95579879402224
2015-11-20,75.973,19.758333333333333,28.9,False,75.23993449745332,75.94667763764174,74.66481363980898
2015-11-21,70.356,20.54583333333333,29.4,False,71.10379534465615,70.85607706887355,69.8089419372169
2015-11-22,67.115,19.58333333333333,27.8,False,68.43216576963697,67.61492098886657,65.77516947310252
2015-11-23,74.041,17.383333333333333,25.0,False,72.96947712875308,74.11158414894092,74.3509725773062
2015-11-24,73.15,13.993749999999997,19.4,False,72.91445237733015,72.89862230883952,75.6151316677913
2015-11-25,71.81,12.022916666666664,15.6,False,73.66479279345563,72.39638373388495,76.45104878826633
2015-11-26,64.633,11.2,15.0,True,69.04758515164866,65.13287010035192,70.38422047857496
2015-11-27,66.538,11.704166666666666,16.1,False,73.70035901366894,70.57760592612563,75.44120822008298
2015-11-28,66.396,11.516666666666667,16.7,False,67.73413043872388,66.8044406577897,69.76816855936175
2015-11-29,65.385,12.170833333333334,17.2,False,65.62805516456756,65.73552541958622,67.11167482312987
2015-11-30,75.318,11.133333333333336,18.3,False,74.92665791155048,73.73858149771007,76.00444978711151
2015-12-01,75.733,12.7125,21.1,False,73.48974178371512,74.55365854748527,77.21844969519991
2015-12-02,75.729,15.666666666666666,24.4,False,73.09408245196126,74.04454471387646,76.71157674187226
2015-12-03,74.603,15.562500000000002,23.3,False,73.09408245196126,73.85324635742904,76.02372190727144
2015-12-04,74.894,12.608333333333334,18.9,False,73.62323349436083,73.7292187656101,76.49356555343664
2015-12-05,68.412,14.141666666666666,22.8,False,67.62055544378103,67.71972777745313,70.3334115332892
2015-12-06,65.548,17.037499999999998,26.1,False,64.91638943766081,65.51364465280416,67.0751814451988
2015-12-07,74.993,18.116666666666667,27.2,False,73.51091114165015,74.32580801760358,75.73707407730127
2015-12-08,75.982,19.258333333333336,28.3,False,75.0401688744349,76.47754155012755,78.17518858227578
2015-12-09,74.663,16.95,25.0,False,73.10790018189145,74.44044563896728,76.38904418663475
2015-12-10,74.095,14.084027777777775,17.8,False,73.10281581814503,74.59505257364553,76.50056535520221
2015-12-11,73.645,12.527083333333332,16.1,False,73.62323349436083,74.2966853085796,76.57444833852226
2015-12-12,68.767,13.420833333333334,18.3,False,68.5779323094714,68.26693698417128,70.60570546190294
2015-12-13,66.657,11.407916666666663,16.7,False,66.03381310892763,66.93117248345246,68.63818796043947
2015-12-14,76.555,9.6,11.7,False,76.68355319355148,77.05484135487752,77.8502361670372
2015-12-15,78.41,9.645833333333334,15.0,False,76.52184598581502,76.61165051607333,78.09132448197902
2015-12-16,79.091,8.679166666666665,15.6,False,77.85299091074302,76.65260452406493,78.58882809045271
2015-12-17,78.931,10.020833333333334,18.3,False,76.18997158328486,75.49751188882037,77.46921307701678
2015-12-18,76.73,12.70833333333333,21.7,False,73.48974178371512,73.28260677762556,76.40816234202417
2015-12-19,70.833,10.231944444444446,16.7,False,69.78722652838022,69.60901747062763,71.40953808157978
2015-12-20,69.01,9.622222222222222,14.4,False,69.05138852584913,68.50987621647096,69.11904883542039
2015-12-21,76.836,10.250000000000002,15.0,False,75.59111560022545,75.83481760639053,77.62128837783392
2015-12-22,75.957,12.61965277777778,14.4,False,73.6920043717523,75.45725049604737,77.38750261086238
2015-12-23,73.172,12.63715277777778,18.3,False,73.48974178371512,74.56998784223808,77.5754943875963
2015-12-24,70.554,10.437500000000002,15.0,False,75.08170746795285,76.13499138364956,77.44099883518076
2015-12-25,66.017,9.020833333333336,13.3,True,69.65406001606884,67.05404350975228,71.93975125389723
2015-12-26,68.81,10.35625,15.6,False,69.75129927441196,69.81723330007868,71.40364922144423
2015-12-27,69.67,7.554166666666668,14.4,False,69.05138852584913,69.69866652615478,69.61763511695352
2015-12-28,78.524,6.804166666666667,12.2,False,78.07036607341051,78.33718213038617,77.50678228018768
2015-12-29,77.611,8.658333333333333,14.4,False,77.92499096884958,77.24785947975856,78.34253475517048
2015-12-30,77.392,8.220833333333331,15.6,False,77.85299091074302,76.89174880203448,78.6993274006649
2015-12-31,73.757,9.379166666666666,16.7,False,76.34324302265416,76.1368015605995,77.65893740902956
2016-01-01,67.698,9.7625,16.1,True,69.75509817022035,68.19793038594808,71.50013894393463
2016-01-02,67.622,11.091666666666669,17.8,False,68.29972351464798,68.65401685043955,70.97867820690065
2016-01-03,67.561,10.7,15.6,False,67.00296362338354,67.42510226210057,68.63342899568457
2016-01-04,73.19,14.045833333333334,18.3,False,72.90012889350265,73.68968694299298,76.43440344064852
2016-01-05,76.782,11.834444444444443,13.3,False,73.9106094931699,76.28215931438808,77.40137784796602
2016-01-06,79.809,8.793958333333334,11.55,False,78.69032350411644,79.27995646994172,78.06506974568694
2016-01-07,76.969,10.057638888888889,13.3,False,77.19709238997639,76.72073512530916,77.37028363866892
2016-01-08,76.147,10.708333333333334,15.0,False,75.57518678522415,75.55556601883386,76.83749952015434
2016-01-09,71.366,9.670833333333333,13.9,False,69.66337363102755,70.86583076876822,71.40660023174051
2016-01-10,67.183,11.917361111111116,15.6,False,66.37391973479042,66.68295677167096,68.33993613083314
2016-01-11,74.925,11.666666666666664,17.8,False,74.23333110047157,74.87529206428431,77.01894072010431
2016-01-12,75.877,11.15,20.0,False,75.28994021256308,75.0030932932618,77.41972171703156
2016-01-13,76.564,11.23402777777778,18.3,False,75.10565031360333,75.21515553158068,77.71426289347005
2016-01-14,74.705,11.131944444444445,16.7,False,75.14190924522323,75.204669287525,77.03685119481351
2016-01-15,74.439,12.050000000000002,17.2,False,73.67110671359727,74.33613765321006,76.46587811862867
2016-01-16,66.476,13.202083333333334,18.3,False,68.06553354343185,67.46875047717117,70.45893370479658
2016-01-17,63.569,13.438194444444443,21.1,False,63.899323590553266,64.35642932409846,67.8528798678676
2016-01-18,70.785,12.63125,15.8,True,69.30205308061794,70.28494451840841,71.28886044246077
2016-01-19,73.324,13.082638888888887,16.7,False,72.99058259576003,74.61867873504588,77.02602263550888
2016-01-20,72.534,14.783333333333331,19.4,False,72.87281613335412,73.20971238333175,76.83448303993524
2016-01-21,71.846,15.179166666666667,23.9,False,72.90571901114639,73.20634587774839,75.90349496127969
2016-01-22,72.634,14.1875,20.6,False,72.91445237733015,73.13402225672486,75.87612075972044
2016-01-23,67.267,13.25416666666667,17.8,False,67.73636904914417,67.56120906660608,70.45732237053589
2016-01-24,65.007,13.562499999999998,17.8,False,64.5230678923486,65.12505974846471,67.89515079209119
2016-01-25,73.59,14.508333333333333,21.1,False,72.87285513381924,73.09017258050903,76.26160532025004
2016-01-26,74.553,13.945833333333333,21.1,False,72.91445237733015,73.41678593425648,76.72159603255767
2016-01-27,75.452,14.079166666666666,22.2,False,72.94735525512242,73.10322442305718,76.94295589098598
2016-01-28,74.841,15.295833333333334,23.9,False,72.90571901114639,73.20779408798352,75.87536786413476
2016-01-29,73.462,15.749999999999998,22.2,False,72.90571901114639,72.96193287724263,75.46439326809956
2016-01-30,66.932,13.57291666666666,17.2,False,67.09191694371863,67.58293210408002,70.39360960962264
2016-01-31,66.639,10.950694444444446,14.133333333333333,False,66.93389005245444,67.87112367339084,68.60509574436855
2016-02-01,76.635,9.056944444444444,12.8,False,76.45220644286144,76.13484916714059,76.9280949326943
2016-02-02,78.045,9.904166666666669,15.0,False,76.15598756332663,74.96641927911699,77.28199975667084
2016-02-03,77.184,10.716666666666669,17.2,False,75.03617156207137,74.06020325313521,77.31553983596879
2016-02-04,76.06,11.808333333333332,20.0,False,73.67185691707805,72.868783435159,76.25400809245042
2016-02-05,74.142,14.795833333333334,23.9,False,72.90571901114639,72.08384113892254,75.10968513069189
2016-02-06,66.006,15.387499999999998,25.0,False,65.61084019480585,65.78428387180257,69.2378512370738
2016-02-07,63.651,19.1875,29.4,False,67.7547581329485,64.66475656668949,65.76698767534997
2016-02-08,74.443,22.99791666666667,30.0,False,81.56585655970046,76.00405067556332,82.0372229262086
2016-02-09,76.196,21.0375,30.6,False,77.89597594934285,76.69607787322775,78.51699347862947
2016-02-10,76.686,21.15833333333333,30.0,False,78.26622574583256,77.13578217759103,79.06808027008628
2016-02-11,76.577,20.3875,30.6,False,77.42321622963357,76.07638791461736,77.2374034164626
2016-02-12,75.383,19.541666666666668,29.4,False,74.92914309607715,74.41609736504499,75.05900632848802
2016-02-13,66.958,17.70208333333333,26.1,False,66.6467176782118,66.58956705812784,68.65574982832271
2016-02-14,64.659,22.0125,28.9,False,72.24953569939889,66.9160349187623,71.24240843602469
2016-02-15,75.115,23.45416666666667,31.7,True,83.23167887305507,75.61548022748991,77.33371163189675
2016-02-16,79.348,21.89583333333333,31.1,False,79.56645715416734,77.71056717291175,80.14698432181687
2016-02-17,73.662,15.639583333333333,22.2,False,72.90571901114639,72.63660702981623,76.0192227350099
2016-02-18,72.201,14.547708333333334,19.4,False,72.88717861764674,72.61561964619091,75.6067082927393
2016-02-19,71.705,13.85,19.4,False,72.91445237733015,72.96727447595913,75.43622417522799
2016-02-20,65.765,14.612499999999995,21.7,False,66.54116708897139,65.97745576753243,69.49693520178946
2016-02-21,62.921,16.32916666666667,23.3,False,63.64920540536569,63.21411434859021,66.56020408152249
2016-02-22,72.675,20.1875,28.9,False,76.64022219191084,73.17496446749419,76.6724788314512
2016-02-23,73.881,19.695833333333333,27.2,False,75.30377313360096,74.7202393372307,76.10422999636515
2016-02-24,73.663,18.5,26.7,False,74.47372746249138,74.13705103774059,75.23109793554201
2016-02-25,73.874,18.766666666666666,28.3,False,74.81299876013331,74.20538257333673,74.39473392369237
2016-02-26,72.825,18.395833333333336,27.2,False,74.2814602489255,73.3253842479029,74.16952359939569
2016-02-27,66.142,17.291666666666668,24.4,False,66.10264549828398,66.28615256607623,68.79191131674477
2016-02-28,64.277,17.9875,26.1,False,65.3707090173784,63.585982032714526,66.09910321538861
2016-02-29,73.52,18.60833333333333,26.1,False,74.86540266636018,71.79736194579408,74.61615147641847
2016-03-01,74.271,18.34166666666667,27.2,False,74.06112880125782,73.92980124706632,74.07336737397505
2016-03-02,74.335,17.012500000000003,23.9,False,72.93417414002373,72.82010734614995,74.0760796633039
2016-03-03,73.799,16.064583333333335,22.9,False,72.90571901114639,73.15706319335044,73.58945493230459
2016-03-04,72.575,14.491666666666667,21.1,False,72.90044688713408,72.03151724350752,73.66937773026959
2016-03-05,67.989,15.383333333333333,18.3,False,65.63947655223545,66.82501732233426,67.8105911786038
2016-03-06,64.217,14.234375,19.4,False,63.90322220535925,63.562675322524754,65.57567728749508
2016-03-07,72.979,10.86354166666667,13.9,False,74.92546910384654,73.47864572434358,75.17547354745248
2016-03-08,73.46,15.441666666666668,22.2,False,72.90571901114639,71.80290641945973,74.21442030991173
2016-03-09,74.452,16.524999999999995,22.2,False,72.90571901114639,72.30708942344167,74.23082512662525
2016-03-10,75.637,18.1875,25.6,False,74.05663818426751,74.77480082884918,73.83281940786806
2016-03-11,73.896,13.179305555555558,17.8,False,72.99058259576003,72.05263490048547,74.05801376504914
2016-03-12,69.144,11.7625,17.2,False,67.7528089902199,67.23656867732343,68.70761562145961
2016-03-13,64.827,12.986956521739128,17.2,False,64.29990559106913,64.2185064513407,65.92457644944058
2016-03-14,73.798,16.48541666666667,22.35,False,72.89139552731889,72.05939816703722,73.63512170022048
2016-03-15,75.318,18.15,27.2,False,73.73999578456228,73.79027126045543,73.70362876110435
2016-03-16,77.698,21.183333333333334,29.4,False,78.91203266596763,78.10765388484133,79.72868224373674
2016-03-17,77.087,19.86666666666667,27.2,False,75.3215818248443,76.5370240350072,76.98950678829685
2016-03-18,74.416,17.243750000000002,23.3,False,72.98530558142883,73.29797159242253,72.95771981504546
2016-03-19,66.382,16.62986111111111,22.8,False,66.16945304386213,66.80599048045207,67.41155788964062
2016-03-20,63.217,16.026527777777776,23.3,False,63.439799392909414,63.36887571562252,65.05823407906361
2016-03-21,72.633,15.247152777777778,20.6,False,72.85849264952664,71.80379928683655,73.97196292268697
2016-03-22,71.777,15.164583333333333,19.4,False,72.87281613335412,71.8096823207484,74.34251643663346
2016-03-23,73.162,18.21250000000001,24.4,False,74.03150446663783,73.69706945609106,74.2556849322273
2016-03-24,73.99,19.5625,26.7,False,75.03568086264461,76.13157469830279,76.42854280406155
2016-03-25,72.529,18.8375,25.0,False,74.64337443409715,74.68310095558897,74.50903691691266
2016-03-26,66.806,17.843055555555555,24.4,False,66.46988623392433,67.50231639953816,67.08404426625718
2016-03-27,63.792,16.395486111111108,22.2,False,63.53821446826053,63.54100341888122,64.99336202652236
2016-03-28,70.451,14.445833333333333,17.2,False,72.8861234033066,72.19732150195581,74.23958130768722
2016-03-29,70.531,11.30069444444444,16.7,False,74.1047570021803,72.28685989694304,75.3331642962569
2016-03-30,70.884,12.079166666666666,16.7,False,73.47063465530597,71.70213154391017,75.42306789658126
2016-03-31,71.046,15.383333333333336,23.3,False,72.90571901114639,72.9049018028538,73.7449407644183
2016-04-01,71.619,16.079166666666666,22.2,False,71.25062563394589,69.84189512987547,71.98361728099272
2016-04-02,67.759,19.2875,26.7,False,70.29027132993396,67.58515354019143,67.2371838673086
2016-04-03,66.082,20.53333333333333,27.8,False,70.94436652300769,66.41178063046766,67.32414960562646
2016-04-04,75.591,20.325,27.8,False,77.34899769038634,75.79843694500178,75.87288482265762
2016-04-05,79.248,22.450000000000003,31.7,False,80.76414108356366,79.70963977274114,80.06346650230525
2016-04-06,79.38,20.879166666666663,32.8,False,77.95792097964527,78.88003448329899,77.26350474146683
2016-04-07,73.758,17.025,20.0,False,71.35817035307609,71.93887984910518,72.14244087447105
2016-04-08,73.603,14.501944444444446,15.6,False,71.0260763898598,70.3245469993892,72.50834819975788
2016-04-09,67.256,14.70659722222222,16.1,False,65.8520555243545,65.92785755501586,66.74295374063358
2016-04-10,64.132,15.22916666666667,18.9,False,63.13176609782889,62.430427536074646,64.06783783482199
2016-04-11,72.553,17.27916666666667,22.2,False,71.61759217291188,72.00824670850136,72.16808947928787
2016-04-12,73.229,17.0625,22.2,False,71.39107323086836,71.49219840729637,72.54470343934447
