ds,y,temp,HDH,CDH,Day Type,train,yhat_hcdh,yhat_5p
2016-11-17,73.964,15.4125,42.60000000000001,41.1,Working Day,True,72.11713532662132,72.68574709103423
2016-11-18,74.116,16.29583333333333,51.29999999999999,69.39999999999999,Working Day,True,76.29209523038121,72.68574709103423
2016-11-19,67.466,14.625,74.0,50.6,Non-Working Day,True,68.35864777357243,65.52318733805102
2016-11-20,65.814,13.267708333333331,68.275,6.699999999999999,Non-Working Day,True,62.902781295992824,66.46018091388628
2016-11-21,72.638,14.71527777777778,42.23333333333333,20.6,Working Day,True,69.53310755690187,72.68574709103423
2016-11-22,73.36,13.835416666666664,72.65,29.3,Working Day,True,72.87422614225827,72.68574709103423
2016-11-23,73.118,14.339583333333332,72.60000000000001,41.35,Working Day,True,74.37343585088202,72.68574709103423
2016-11-24,65.804,15.891666666666667,55.99999999999999,65.0,Non-Working Day,True,68.62737605926803,65.05044089088453
2016-11-25,66.952,14.916666666666666,74.1,57.1,Working Day,True,76.44908704502565,72.68574709103423
2016-11-26,67.354,9.894791666666666,146.52500000000003,0.3000000000000007,Non-Working Day,True,68.15830434732814,68.78864230955362
2016-11-27,67.01,12.058333333333335,94.8,2.8000000000000025,Non-Working Day,True,64.48648238899088,67.29506160578552
2016-11-28,75.085,11.75,102.9,5.100000000000001,Working Day,True,72.09957962058314,74.53506169374964
2016-11-29,75.186,12.666666666666666,93.09999999999998,20.1,Working Day,True,73.24355978489298,73.58259057216185
2016-11-30,76.212,11.7375,114.1,17.799999999999997,Working Day,True,74.51427947574341,74.54804993631674
2016-12-01,76.056,12.375,92.59999999999998,10.6,Working Day,True,72.02160115510318,73.88564956539432
2016-12-02,75.878,13.908333333333326,50.5,5.100000000000003,Working Day,True,68.21303730227957,72.68574709103423
2016-12-03,71.591,13.35416666666667,75.39999999999999,18.9,Non-Working Day,True,64.84240663694504,66.40049521412087
2016-12-04,68.488,14.045833333333333,86.00000000000001,49.7,Non-Working Day,True,69.17391868367565,65.9230096159976
2016-12-05,74.097,11.982638888888893,104.11666666666667,13.300000000000002,Working Day,True,73.21255332924544,74.29333606819516
2016-12-06,74.283,13.038194444444445,71.98333333333333,5.100000000000001,Working Day,True,69.80647020568075,73.19655114030618
2016-12-07,74.898,11.702777777777776,104.63333333333333,5.699999999999999,Working Day,True,72.30297619243227,74.58412838789205
2016-12-08,75.498,13.2875,78.7,21.2,Working Day,True,72.3126982099675,72.93750785799557
2016-12-09,75.116,13.054166666666667,78.00000000000001,12.9,Working Day,True,71.22557365580128,73.17995505258155
2016-12-10,68.923,13.497222222222222,67.36666666666667,15.1,Non-Working Day,True,63.79341567612065,66.30173815266164
2016-12-11,66.907,15.419791666666669,21.125,17.500000000000007,Non-Working Day,True,60.529703574556294,65.05044089088453
2016-12-12,73.517,14.40694444444444,44.3,11.816666666666665,Working Day,True,68.59090545371168,72.68574709103423
2016-12-13,73.782,14.044791666666669,53.025,11.1,Working Day,True,69.14865923902387,72.68574709103423
2016-12-14,74.464,14.420833333333334,67.9,39.60000000000001,Working Day,True,73.80656763807474,72.68574709103423
2016-12-15,75.75,13.877083333333331,60.650000000000006,17.300000000000004,Working Day,True,70.48749621700996,72.68574709103423
2016-12-16,74.73,12.931805555555558,73.73666666666665,1.8000000000000007,Working Day,True,69.52492851914766,73.30709551593289
2016-12-17,70.966,9.791666666666666,149.0,0.0,Non-Working Day,True,68.31338073780965,68.85983368638225
2016-12-18,71.052,9.858333333333333,151.79999999999998,9.4,Non-Working Day,True,69.60204808768988,68.8138109781294
2016-12-19,78.356,11.204166666666666,131.29999999999998,22.2,Working Day,True,76.33879816476484,75.1022149525133
2016-12-20,78.284,14.679166666666667,81.0,63.3,Working Day,True,77.7341502981879,72.68574709103423
2016-12-21,75.616,14.683333333333335,38.85,17.85,Working Day,True,68.93917386757714,72.68574709103423
2016-12-22,75.322,12.861111111111112,81.93333333333334,11.2,Working Day,True,71.30528160582705,73.3805512433402
2016-12-23,74.478,11.968472222222225,96.75666666666667,0.0,Working Day,True,71.00783468570954,74.30805607643788
2016-12-24,69.852,9.6125,153.3,0.0,Non-Working Day,True,68.64238171622111,68.98351971481176
2016-12-25,68.676,7.85,195.6,0.0,Non-Working Day,True,71.87883320152447,70.20024506424633
2016-12-26,72.152,9.025,167.39999999999998,0.0,Non-Working Day,True,69.7211988779889,69.38909483128995
2016-12-27,76.256,11.3625,129.10000000000002,24.399999999999995,Working Day,True,76.45001443603742,74.93769721332994
2016-12-28,74.015,14.345833333333331,82.89999999999999,53.2,Working Day,True,76.61536713692405,72.68574709103423
2016-12-29,72.815,16.47916666666667,45.4,71.1,Working Day,True,76.06651832566084,72.68574709103423
2016-12-30,71.652,14.043749999999998,48.55000000000001,6.800000000000001,Working Day,True,68.28043448453057,72.68574709103423
2016-12-31,69.268,10.554166666666667,130.7,0.0,Non-Working Day,True,66.91321378317487,68.33344896074033
2017-01-01,66.94,8.980555555555553,168.46666666666673,0.0,Non-Working Day,True,69.8028115237964,69.41977663679185
2017-01-02,70.779,10.564583333333331,130.45000000000005,0.0,Non-Working Day,True,66.89408581931374,68.32625791257583
2017-01-03,75.469,10.29375,136.95000000000002,0.0,Working Day,True,73.98900054284087,76.04819195281755
2017-01-04,74.983,11.409791666666663,110.16499999999996,0.0,Working Day,True,72.00233955055535,74.88855836228439
2017-01-05,74.04,13.078194444444444,70.12333333333332,1.700000000000001,Working Day,True,69.24445286878509,73.15498876409144
2017-01-06,72.329,12.50625,86.05000000000001,6.799999999999999,Working Day,True,71.06183404438522,73.74927301843971
2017-01-07,68.404,12.724999999999996,82.4,9.4,Non-Working Day,True,64.29212531983993,66.83483452325709
2017-01-08,64.489,16.17916666666667,46.1,65.0,Non-Working Day,True,67.86990869036724,65.05044089088453
2017-01-09,73.297,13.046527777777778,70.98333333333335,1.700000000000001,Working Day,True,69.30823963202442,73.18789231192811
2017-01-10,75.676,11.279861111111112,113.28333333333336,0.0,Working Day,True,72.23362837617705,75.02356392807914
2017-01-11,73.722,13.46458333333333,61.04999999999998,4.450000000000003,Working Day,True,68.91446743320522,72.75350775496156
2017-01-12,76.167,10.881249999999996,122.85,0.0,Working Day,True,72.94319430833552,75.43774455216354
2017-01-13,75.569,10.966666666666669,120.79999999999995,0.0,Working Day,True,72.79114446573013,75.3489915612883
2017-01-14,68.546,14.525,71.8,47.60000000000001,Non-Working Day,True,67.8474171741576,65.59222140043029
2017-01-15,66.745,11.956944444444446,97.23333333333332,2.500000000000004,Non-Working Day,True,64.63837078549552,67.36505447458673
2017-01-16,71.985,11.9625,99.0,6.100000000000001,Non-Working Day,True,65.18502715103844,67.36121924889899
2017-01-17,75.782,11.4625,116.9,14.0,Working Day,True,74.24800798861587,74.83379127279309
2017-01-18,78.435,10.33125,136.04999999999998,0.0,Working Day,True,73.92224695340435,76.00922722511622
2017-01-19,78.279,12.254166666666665,90.69999999999996,4.0,Working Day,True,71.05750177438507,74.01120257687636
2017-01-20,79.96,10.492638888888887,132.17666666666668,0.0,Working Day,True,73.63495928331092,75.84153458219424
2017-01-21,70.67,10.679166666666664,127.7,0.0,Non-Working Day,True,66.68367821684129,68.24715638276625
2017-01-22,74.135,10.23125,138.45,0.0,Non-Working Day,True,67.50618066286992,68.55637145384004
2017-01-23,79.657,8.816666666666666,172.40000000000003,0.0,Working Day,True,76.61835026009012,77.58296928283062
2017-01-24,81.761,7.1291666666666655,212.9000000000001,0.0,Working Day,True,79.62226178473315,79.33638202938997
2017-01-25,80.644,7.8875,194.7,0.0,Working Day,True,78.27235586501702,78.54842864698551
2017-01-26,80.553,9.689583333333331,152.35,3.900000000000002,Working Day,True,75.61765030023533,76.67595701022768
2017-01-27,78.204,13.566666666666668,60.05,7.050000000000001,Working Day,True,69.1645778925963,72.68574709103423
2017-01-28,71.062,14.195833333333333,77.6,42.900000000000006,Non-Working Day,True,67.75396885841805,65.8194585224287
2017-01-29,67.547,14.816666666666668,89.39999999999999,71.60000000000001,Non-Working Day,True,71.93726196947627,65.39087205182409
2017-01-30,74.435,16.39166666666667,55.8,78.39999999999998,Working Day,True,77.74837472713487,72.68574709103423
2017-01-31,73.483,14.820833333333333,74.0,55.7,Working Day,True,76.26705707182164,72.68574709103423
2017-02-01,73.434,12.789583333333336,97.95,27.9,Working Day,True,74.57613080426248,73.4548728535853
2017-02-02,74.234,13.86875,62.05,20.700000000000003,Working Day,True,71.01539505263807,72.68574709103423
2017-02-03,74.757,13.462291666666664,60.90500000000001,1.0999999999999996,Working Day,True,68.48588894478898,72.75588893276553
2017-02-04,66.796,13.077777777777776,71.73333333333333,7.4,Non-Working Day,True,63.24739585014041,66.59129769208579
2017-02-05,66.801,10.634444444444442,128.7733333333333,0.0,Non-Working Day,True,66.76580094168509,68.27802994955253
2017-02-06,76.155,12.47847222222222,84.51666666666664,0.0,Working Day,True,70.09998586937299,73.77813577969995
2017-02-07,74.843,14.467361111111108,37.03333333333334,5.150000000000004,Working Day,True,67.22044199117161,72.68574709103423
2017-02-08,73.457,17.01111111111111,14.433333333333334,52.900000000000006,Working Day,True,71.49973257776817,72.68574709103423
2017-02-09,73.592,17.735416666666666,23.55,78.80000000000001,Working Day,True,75.40626050786304,72.68574709103423
2017-02-10,73.501,14.804999999999994,32.58,10.699999999999998,Working Day,True,67.58235079678795,72.68574709103423
2017-02-11,66.947,14.17048611111111,45.475,7.566666666666665,Non-Working Day,True,61.257372296895,65.836956739629
2017-02-12,63.622,16.545833333333334,46.7,74.39999999999999,Non-Working Day,True,68.99024995826952,65.05044089088453
2017-02-13,70.828,18.133333333333336,7.4,78.00000000000001,Working Day,True,74.10862562634598,72.68574709103423
2017-02-14,71.042,15.70833333333333,40.1,44.1,Working Day,True,72.30587920582138,72.68574709103423
2017-02-15,71.581,17.04583333333333,47.6,86.30000000000001,Working Day,True,78.12549105022575,72.68574709103423
2017-02-16,71.896,15.312499999999996,45.80000000000001,39.3,Working Day,True,72.12997911248135,72.68574709103423
2017-02-17,76.321,12.688571428571429,46.36,0.0,Working Day,True,67.26988091278133,73.55983022328235
2017-02-18,69.05,12.136111111111113,69.55,0.0,Non-Working Day,True,62.23451382274222,67.24136844615721
2017-02-19,66.453,11.714930555555556,102.84166666666668,0.0,Non-Working Day,True,64.7817210102495,67.53212649360877
2017-02-20,72.587,12.701388888888888,79.16666666666664,1.799999999999999,Non-Working Day,True,63.17604554306252,66.85113423242997
2017-02-21,74.444,14.338194444444447,45.43333333333333,12.15,Working Day,True,68.71654003113437,72.68574709103423
2017-02-22,72.707,12.35138888888889,87.76666666666667,3.700000000000003,Working Day,True,70.80251746827295,73.91018291246553
2017-02-23,74.496,10.437500000000002,133.49999999999997,0.0,Working Day,True,73.73311178333424,75.8988271632958
2017-02-24,75.328,9.745833333333332,150.9,3.4000000000000004,Working Day,True,75.44774109783366,76.61750991867571
2017-02-25,69.842,9.63611111111111,152.73333333333332,0.5999999999999996,Non-Working Day,True,68.66760590162325,68.96722000563888
2017-02-26,68.941,10.189583333333331,139.45000000000005,0.0,Non-Working Day,True,67.58269251831445,68.58513564649807
2017-02-27,77.564,11.372916666666669,111.05,0.0,Working Day,True,72.06798058016793,74.92687367785734
2017-02-28,75.434,11.687499999999998,104.3,4.6,Working Day,True,72.14105678473044,74.60000290658519
2017-03-01,75.988,13.841666666666669,88.9,46.7,Working Day,True,76.24968828069944,72.68574709103423
2017-03-02,74.797,16.020833333333332,69.2,82.3,Working Day,True,79.22868317467042,72.68574709103423
2017-03-03,74.451,17.299999999999997,48.6,92.4,Working Day,True,78.96047508875341,72.68574709103423
2017-03-04,67.033,14.075000000000005,63.1,24.9,Non-Working Day,True,64.58711984985116,65.90287468113698
2017-03-05,65.816,11.510416666666666,107.75,0.0,Non-Working Day,True,65.15726670072304,67.6733107392386
2017-03-06,74.267,11.985416666666666,101.4,11.65,Working Day,True,72.80526259926572,74.29044979206914
2017-03-07,74.075,15.062500000000002,75.49999999999999,65.0,Working Day,True,77.53824165543931,72.68574709103423
2017-03-08,75.488,19.433333333333334,30.8,129.2,Working Day,True,82.23006243369984,76.53758098331797
2017-03-09,77.941,20.929166666666664,13.599999999999998,150.1,Working Day,True,83.56104843402832,81.38693413059086
2017-03-10,77.025,20.0875,15.9,131.0,Working Day,True,81.34942198516515,78.658328738532
2017-03-11,69.691,20.1375,15.4,133.30000000000004,Non-Working Day,True,73.32778757520003,70.45950109631156
2017-03-12,65.844,22.13478260869565,15.3,173.00000000000003,Non-Working Day,True,77.85790617040365,76.43374497922494
2017-03-13,78.459,22.54583333333333,7.199999999999999,183.3,Working Day,True,87.22717662534211,86.62801775494152
2017-03-14,78.878,22.60833333333333,9.499999999999998,187.1,Working Day,True,87.8717184526099,86.8306369672231
2017-03-15,81.684,23.3125,0.0,199.5,Working Day,True,88.71366869907803,89.11348009226246
2017-03-16,79.921,20.387500000000003,4.5,130.4,Working Day,True,80.4290424156646,79.63090095748369
2017-03-17,77.999,20.258333333333336,8.799999999999999,129.6,Working Day,True,80.64819742745493,79.21215458543507
2017-03-18,69.995,18.413194444444446,23.78333333333333,96.70000000000002,Non-Working Day,True,69.78577685061333,65.30178236752397
2017-03-19,66.667,17.402777777777775,36.53333333333333,81.8,Non-Working Day,True,69.05821057092784,65.05044089088453
2017-03-20,72.625,15.16770833333333,35.025000000000006,22.25,Working Day,True,69.20425453670674,72.68574709103423
2017-03-21,74.193,14.223958333333334,44.375,6.25,Working Day,True,67.90217407217074,72.68574709103423
2017-03-22,73.338,15.242708333333333,34.175000000000004,25.0,Working Day,True,69.48419912016342,72.68574709103423
2017-03-23,72.149,14.6625,50.80000000000001,28.7,Working Day,True,71.17876322874488,72.68574709103423
2017-03-24,71.553,14.579166666666666,59.6,36.10000000000001,Working Day,True,72.75441893288259,72.68574709103423
2017-03-25,66.065,14.774999999999997,42.5,21.7,Non-Working Day,True,62.64521080909463,65.41963624448212
2017-03-26,63.069,14.661805555555556,50.71666666666667,27.5,Non-Working Day,True,63.936831955041775,65.49777896786976
2017-03-27,71.487,15.960416666666664,40.45,52.50000000000001,Working Day,True,73.37951638131307,72.68574709103423
2017-03-28,72.82,19.27708333333333,9.75,104.99999999999996,Working Day,True,77.65046131414354,76.03103295261396
2017-03-29,75.307,20.504166666666663,17.700000000000003,143.40000000000003,Working Day,True,83.02950063233615,80.009123487076
2017-03-30,74.46,17.758333333333333,12.9,71.29999999999998,Working Day,True,73.68091674155505,72.68574709103423
2017-03-31,70.653,16.40833333333333,25.4,47.80000000000001,Working Day,True,71.67704754873759,72.68574709103423
2017-04-01,66.749,16.695833333333336,41.50000000000001,71.79999999999998,Non-Working Day,True,68.29520439484602,65.05044089088453
2017-04-02,64.844,17.4375,27.4,75.10000000000001,Non-Working Day,True,67.59358220225882,65.05044089088453
2017-04-03,71.013,14.622916666666669,49.55000000000001,24.5,Working Day,True,70.56221118694988,72.68574709103423
2017-04-04,72.47,18.279166666666665,24.099999999999994,93.8,Working Day,True,77.31790695069276,72.79587952985112
2017-04-05,75.955,20.9,12.499999999999998,147.3,Working Day,True,83.13023489818379,81.29237849819278
2017-04-06,75.623,18.558333333333334,7.699999999999999,87.1,Working Day,True,75.26586072294673,73.70091201137559
2017-04-07,69.732,16.69375,26.35,55.6,Working Day,True,72.7203530138822,72.68574709103423
2017-04-08,64.493,15.154166666666669,41.80000000000001,31.5,Non-Working Day,True,63.71180726724394,65.15788209129406
2017-04-09,61.816,15.325,54.2,49.00000000000001,Non-Working Day,True,66.66083062647118,65.05044089088453
2017-04-10,70.473,17.175,43.900000000000006,87.1,Working Day,True,77.95083843139308,72.68574709103423
2017-04-11,71.149,17.24166666666667,29.0,74.39999999999998,Working Day,True,75.26170715299381,72.68574709103423
2017-04-12,71.601,17.204166666666666,27.200000000000003,70.7,Working Day,True,74.66672300374157,72.68574709103423
2017-04-13,71.216,15.877083333333331,28.05,36.7,Working Day,True,70.48916887316295,72.68574709103423
2017-04-14,68.682,15.41666666666667,38.39999999999999,35.599999999999994,Working Day,True,71.11963929562414,72.68574709103423
2017-04-15,64.996,17.179166666666667,42.4,86.30000000000001,Non-Working Day,True,70.02143689902437,65.05044089088453
2017-04-16,62.696,17.770833333333332,23.3,79.99999999999997,Non-Working Day,True,67.83996097341651,65.05044089088453
2017-04-17,72.715,17.56041666666667,22.5,75.95,Working Day,True,74.9729193294896,72.68574709103423
2017-04-18,75.728,18.175,1.8000000000000007,76.2,Working Day,True,73.4687676488268,72.68574709103423
2017-04-19,75.623,18.744444444444444,9.833333333333334,92.9,Working Day,True,76.14748778540873,74.30426699905858
2017-04-20,76.213,20.51458333333333,16.6,141.95,Working Day,True,82.76706382892729,80.04289335578959
2017-04-21,80.929,24.054166666666664,3.0,217.3,Working Day,True,91.15625906190705,91.51789474467073
2017-04-22,77.852,24.475000000000005,0.0,227.4,Non-Working Day,True,82.90527669829123,83.43377060094605
2017-04-23,70.841,19.90833333333333,1.8000000000000007,117.8,Non-Working Day,True,70.51555300106395,69.7740209591791
2017-04-24,74.756,17.562499999999996,13.099999999999998,67.20000000000002,Working Day,True,73.18438449995855,72.68574709103423
2017-04-25,74.284,19.829166666666666,0.4000000000000003,115.9,Working Day,True,78.31645190058924,77.82083599443474
2017-04-26,78.43,22.475,4.0,180.00000000000003,Working Day,True,86.57824296139178,86.39838264768905
2017-04-27,79.322,21.631250000000005,3.200000000000001,159.15,Working Day,True,83.91842134760847,83.66302328188748
2017-04-28,77.926,21.9,0.0,165.6,Working Day,True,84.48554186236017,84.53428589469836
2017-04-29,72.997,22.89583333333333,0.0,189.5,Non-Working Day,True,78.57324962800529,78.7101892923423
2017-04-30,72.771,21.916666666666668,5.6,167.8,Non-Working Day,True,76.52137334236784,75.7813196155036
2017-05-01,83.087,22.29166666666666,1.8000000000000007,175.00000000000003,Working Day,True,85.79144999300746,85.80403295832967
