ds,y,yhat_prophet,train
2015-07-02,93.135,89.19489769458363,True
2015-07-03,84.486,84.32206531556909,True
2015-07-04,74.337,73.52764675980598,True
2015-07-05,70.692,68.70239963170029,True
2015-07-06,79.813,77.51329016171907,True
2015-07-07,80.487,79.68397778823073,True
2015-07-08,77.819,79.96650013760319,True
2015-07-09,77.551,79.9529374649178,True
2015-07-10,77.618,79.19447105538042,True
2015-07-11,74.188,76.31960684156299,True
2015-07-12,74.887,77.78675147098743,True
2015-07-13,87.895,88.7784379813794,True
2015-07-14,87.634,88.06975227272764,True
2015-07-15,86.32600000000001,86.7306262857493,True
2015-07-16,87.53299999999999,87.42249295832704,True
2015-07-17,87.836,89.40670252070623,True
2015-07-18,74.173,79.67882178222902,True
2015-07-19,85.07600000000001,86.5450895894418,True
2015-07-20,97.677,95.1482146699284,True
2015-07-21,92.39299999999999,91.33793165737285,True
2015-07-22,90.69200000000001,91.36583633985924,True
2015-07-23,89.53,91.56997569305605,True
2015-07-24,94.053,95.58910188386577,True
2015-07-25,88.759,90.58805730865936,True
2015-07-26,82.274,84.10567777851163,True
2015-07-27,89.50200000000001,89.98090059312442,True
2015-07-28,92.792,93.8127947508735,True
2015-07-29,93.37,93.55527785008832,True
2015-07-30,96.77,97.37836873566177,True
2015-07-31,98.945,97.57465592775569,True
2015-08-01,87.91799999999999,86.39646187055337,True
2015-08-02,84.104,85.31879043998678,True
2015-08-03,94.23700000000001,94.04891736001287,True
2015-08-04,97.204,99.65262346741018,True
2015-08-05,100.93299999999999,102.66515791620073,True
2015-08-06,96.685,97.38511526513435,True
2015-08-07,89.67200000000001,88.79702281562894,True
2015-08-08,79.891,82.30361661145866,True
2015-08-09,74.317,76.85064608595071,True
2015-08-10,83.264,85.20843899739468,True
2015-08-11,85.32700000000001,88.05418713302902,True
2015-08-12,92.133,98.87684340702094,True
2015-08-13,101.398,105.30890069159477,True
2015-08-14,106.463,106.82920548372797,True
2015-08-15,103.021,102.9955973630957,True
2015-08-16,100.209,98.1352910039537,True
2015-08-17,105.693,95.7115934289113,True
2015-08-18,97.43799999999999,92.6710153693012,True
2015-08-19,93.175,90.77358971722155,True
2015-08-20,90.93700000000001,89.99310276296511,True
2015-08-21,88.052,89.33368706172037,True
2015-08-22,83.04899999999999,84.89993382644133,True
2015-08-23,83.626,85.17790197709294,True
2015-08-24,98.87700000000001,96.93349508385072,True
2015-08-25,97.07,98.9897326307583,True
2015-08-26,107.07700000000001,105.06987168167822,True
2015-08-27,110.321,105.9365065381278,True
2015-08-28,113.52600000000001,108.27363880626196,True
2015-08-29,104.65,100.11473312403515,True
2015-08-30,97.098,91.80216437319898,True
2015-08-31,98.624,94.75217412565775,True
2015-09-01,93.05,93.24118605992518,True
2015-09-02,90.007,92.04833708682904,True
2015-09-03,85.189,89.77041715529376,True
2015-09-04,82.03200000000001,89.8107320949852,True
2015-09-05,76.881,85.36302153425416,True
2015-09-06,78.319,88.90675904168288,True
2015-09-07,90.777,104.6226546901362,True
2015-09-08,112.522,111.44234541863874,True
2015-09-09,123.74799999999999,115.95371537565967,True
2015-09-10,122.05799999999999,111.71131370768396,True
2015-09-11,117.805,108.56029186876127,True
2015-09-12,99.14299999999999,98.72639392962975,True
2015-09-13,96.2,92.6313125504187,True
2015-09-14,99.28399999999999,93.64554891218602,True
2015-09-15,94.86399999999999,91.72968542319816,True
2015-09-16,86.414,88.39713380777421,True
2015-09-17,86.177,89.49539253384422,True
2015-09-18,90.73299999999999,95.08860581714319,True
2015-09-19,90.884,93.3211434216251,True
2015-09-20,98.984,98.67111456038681,True
2015-09-21,104.33,97.10700240306412,True
2015-09-22,97.976,93.19451466398615,True
2015-09-23,98.115,95.671251222546,True
2015-09-24,103.324,99.2593266200578,True
2015-09-25,105.51299999999999,99.94318694654103,True
2015-09-26,98.855,93.70638431053789,True
2015-09-27,89.861,87.7843411950839,True
2015-09-28,97.4,93.45221270111091,True
2015-09-29,92.544,91.44786988257962,True
2015-09-30,94.89200000000001,94.89674266460433,True
2015-10-01,92.65899999999999,91.79655728022897,True
2015-10-02,89.198,87.77934306426715,True
2015-10-03,79.623,79.4661208987699,True
2015-10-04,69.234,68.87678368889506,True
2015-10-05,77.994,78.0457208310312,True
2015-10-06,79.90100000000001,81.32275106489277,True
2015-10-07,85.015,86.80903877356758,True
2015-10-08,94.054,96.17994786059425,True
2015-10-09,105.436,104.71355722882605,True
2015-10-10,100.429,95.81562574501305,True
2015-10-11,96.806,92.75780705078452,True
2015-10-12,106.473,100.05309733806828,True
2015-10-13,111.07600000000001,98.96509794520455,True
2015-10-14,103.26799999999999,94.69058672409466,True
2015-10-15,97.771,88.74532715718979,True
2015-10-16,88.68799999999999,84.92083603343266,True
2015-10-17,83.48899999999999,81.39307730424106,True
2015-10-18,76.161,75.43848920878523,True
2015-10-19,80.757,81.88558946037699,True
2015-10-20,80.061,84.38227393925457,True
2015-10-21,82.79899999999999,90.52979273104384,True
2015-10-22,82.196,82.72634480482186,True
2015-10-23,82.632,85.88215435067204,True
2015-10-24,75.933,80.86554874501,True
2015-10-25,70.584,71.72418357621731,True
2015-10-26,81.681,81.0935606520272,True
2015-10-27,78.807,81.10740794900248,True
2015-10-28,80.98100000000001,82.92699243313764,True
2015-10-29,79.848,82.5502720911708,True
2015-10-30,79.736,85.9981237043118,True
2015-10-31,73.878,76.52954861301488,True
2015-11-01,72.91199999999999,71.21832407057742,True
2015-11-02,75.64399999999999,71.32160865537155,True
2015-11-03,71.179,73.15797848646599,True
