,"Electricity demand, daily sum, (GWh)","Temperature, daily mean (degC)","Temperature, daily peak (degC)",Holiday,yhat_rf,yhat_svm,yhat_nn
2016-06-14,44.849,18.14583333333333,23.9,False,44.430346694205355,46.311516275386104,48.597225574378655
2016-06-15,41.991,15.975,21.1,False,43.16348897924397,44.52242247430091,44.5322202785351
2016-06-16,43.636,18.020833333333336,25.0,False,44.16044471861084,46.44219215052844,48.66330613351206
2016-06-17,45.848,19.741666666666664,25.6,False,48.857185091296806,47.034258437721014,50.760084724880805
2016-06-18,43.884,21.03333333333334,26.1,False,47.50667694892004,45.66936748001044,49.793725443493194
2016-06-19,47.67,23.475,32.2,False,54.308308432230895,52.976260575538824,54.544529028636774
2016-06-20,57.466,24.83333333333333,35.0,False,59.08873342933845,61.36923041381604,61.79306753967509
2016-06-21,61.465,25.950000000000003,36.7,False,61.107481625080155,63.713265307590305,64.5742410640391
2016-06-22,58.984,22.91666666666666,32.2,False,56.537844258357694,58.08074353295848,58.700923703630394
2016-06-23,55.481,22.2875,32.2,False,55.3472868696478,55.42993438949159,57.428338806743874
2016-06-24,54.795,23.2125,33.3,False,55.89293202070329,55.259211928609474,58.16513152578602
2016-06-25,57.553,26.09583333333333,37.2,False,61.070090068230655,58.06031682508397,60.57505021638803
2016-06-26,62.033,27.433333333333326,38.9,False,64.93950265741138,62.53298103479041,62.67918096037451
2016-06-27,70.946,28.6,40.0,False,69.52047316722248,69.6396686550377,69.32864900996142
2016-06-28,73.438,27.825,38.9,False,67.70067283847703,67.54102577343703,68.28226201249711
2016-06-29,67.897,23.891666666666666,34.4,False,61.37914180788502,60.9269074497997,60.786608091389326
2016-06-30,66.852,25.3,37.8,False,61.761061773055815,63.272580626219174,63.69395862943132
2016-07-01,66.793,24.84166666666667,33.9,False,64.30590752952327,62.67848131024965,62.660428741015394
2016-07-02,56.396,22.637499999999992,30.6,False,53.47846368472191,54.192182712139484,54.82568372848867
2016-07-03,53.241,22.6625,31.7,False,52.71000945241853,53.85027118004656,54.47441068439463
2016-07-04,50.996,20.78541666666667,29.4,True,50.70788630897697,51.496441528125786,52.19044723769667
2016-07-05,51.966,19.215625,27.8,False,49.58116616954563,51.118593285111,52.576425222731366
2016-07-06,51.224,19.799999999999997,28.9,False,49.948373412172806,51.7240229582392,54.05967391390618
2016-07-07,51.097,19.67916666666667,27.8,False,49.58380629852994,50.91032975811189,53.539332184284135
2016-07-08,51.765,21.04166666666667,30.6,False,50.89416779633532,55.19075242280309,55.31833359200572
2016-07-09,49.381,21.370833333333334,28.9,False,48.829357278343004,51.40615252684302,52.2888223750911
2016-07-10,44.858,20.712499999999995,29.4,False,46.638496165124,49.68458148915211,50.616278971923705
2016-07-11,54.905,23.279166666666665,32.2,False,56.835773909448044,59.098488220805855,60.042954532048796
2016-07-12,56.173,22.75833333333333,31.7,False,56.27148106180844,57.598721595539104,59.544223700361464
2016-07-13,63.107,26.15833333333333,37.2,False,64.8169493468184,65.80139287904055,66.7592134841154
2016-07-14,68.596,27.649999999999995,37.8,False,68.14637761661474,69.24483216221512,69.39913095297439
2016-07-15,63.778,23.82083333333333,35.6,False,61.165907027978704,62.60985334072128,61.073851335969394
2016-07-16,54.949,21.591666666666665,31.1,False,52.280039877638984,53.22965812823954,53.01504881152343
2016-07-17,49.017,19.72083333333333,28.3,False,46.04671057940932,47.76849032657228,48.66462787135633
2016-07-18,50.164,19.485416666666666,27.2,False,49.48533703065544,50.66425458937925,52.45855274859329
2016-07-19,51.703,20.70833333333333,30.0,False,50.87661077396195,54.09173019346186,55.59532867376279
2016-07-20,55.063,22.712499999999995,32.2,False,55.62042169732454,57.67802102115324,59.80196495444868
2016-07-21,54.189,21.54583333333333,31.7,False,54.01841541226947,56.20169085967564,57.485904358482664
2016-07-22,56.922,23.916666666666668,35.0,False,61.455982944103326,62.286996334103506,61.15710383268652
2016-07-23,60.262,26.7875,38.9,False,64.08300099725227,65.69840027585441,63.54449007105657
2016-07-24,64.467,27.51666666666667,38.3,False,66.30156376671793,65.44349000647443,64.20897230879956
2016-07-25,65.919,25.054166666666664,36.7,False,64.03340686335419,64.99559973634751,63.91378502694086
2016-07-26,69.948,28.479166666666668,40.0,False,69.38042524170355,69.70358109006126,71.09460820674218
2016-07-27,73.228,28.59583333333333,39.4,False,70.14158379076558,70.19099191437572,71.48119478301041
2016-07-28,71.741,27.15833333333333,37.8,False,67.83375144531382,68.60933470969567,68.51285449851841
2016-07-29,70.46,27.04166666666666,38.3,False,67.76833914793066,68.73045201297117,67.28244656117185
2016-07-30,65.649,26.39166666666667,36.1,False,64.62004824426916,63.20487314082288,62.41331299964949
2016-07-31,57.624,23.34583333333333,32.8,False,56.45355824762044,55.612109414858324,55.870261296574334
2016-08-01,58.606,22.287500000000005,32.8,False,57.620794810554244,57.85056141942809,58.50664560660537
2016-08-02,59.604,22.758333333333336,33.3,False,59.05574772919609,59.59776811624932,59.94464982486414
2016-08-03,64.339,24.241666666666664,36.1,False,61.44688026985855,63.55460406502216,63.30193023294721
2016-08-04,53.246,18.72083333333333,27.8,False,47.25122544485499,52.890111164897355,51.97361349439814
2016-08-05,51.187,19.63333333333334,28.3,False,51.712125293236376,52.42708659412842,52.59837745748068
2016-08-06,49.853,19.91875,30.0,False,51.33167771494169,50.35291966165693,49.99714837887788
2016-08-07,50.055,21.3375,31.7,False,52.580201047279786,50.55476038499032,52.24774006237194
2016-08-08,57.209,22.366666666666664,32.8,False,57.60195504864949,57.93346490951648,58.64935113740759
2016-08-09,58.779,23.17083333333333,33.9,False,59.297961587947775,60.415008483769824,60.77771705224559
2016-08-10,60.175,22.92083333333333,32.2,False,57.44815149523626,59.67503206463216,60.33927513954303
2016-08-11,60.329,22.554166666666664,33.9,False,58.89066343669384,59.88906242746242,59.79344460008886
2016-08-12,61.78,24.041666666666668,35.6,False,60.45514357681503,61.28026327955455,61.633693973295664
2016-08-13,61.702,25.8125,37.2,False,60.860503922758824,60.746623633647005,61.69515525096621
2016-08-14,62.607,26.629166666666677,37.8,False,63.22721786070579,59.7844020319293,62.696357261788116
2016-08-15,60.747,21.97083333333333,32.8,False,57.90277999014398,57.51997749547289,57.935823483396405
2016-08-16,62.731,23.120833333333334,35.0,False,59.61634466031235,61.041790029651004,60.851663800151954
2016-08-17,65.062,23.8625,35.0,False,62.39850716399809,62.45649060456013,62.45436929174449
2016-08-18,64.328,23.991666666666664,33.9,False,60.61474712317973,61.46341682065531,62.384676606761055
2016-08-19,60.717,22.5375,31.1,False,56.33777163397771,56.96081204833794,58.25106661009548
2016-08-20,56.362,22.04583333333333,32.2,False,56.02908454836539,53.6958951729275,54.15957378067988
2016-08-21,52.715,20.74583333333333,31.1,False,51.432142929596495,49.65863743067981,51.091707686332796
2016-08-22,54.954,20.3,30.0,False,52.658905803928626,54.45383291585977,54.50633628433225
2016-08-23,54.583,19.988405797101446,29.4,False,52.53456688390009,54.43137547024526,54.36986305894945
2016-08-24,55.099,20.479166666666668,31.1,False,53.19779684413927,56.320922973533136,55.773859580071516
2016-08-25,54.83,19.8875,30.6,False,52.32032104439175,55.32964095494812,54.49429178677436
2016-08-26,51.72,19.15833333333333,27.8,False,51.11269031362219,51.729501474260914,51.66756401956083
2016-08-27,48.229,19.387500000000003,27.8,False,50.24809721321735,48.81501389001508,48.71136604535256
2016-08-28,48.814,20.57916666666667,31.1,False,51.228891522953006,49.49725377606242,50.79127498990705
2016-08-29,52.255,20.225,30.6,False,52.48023388717871,54.664763585227256,54.46063787466835
2016-08-30,56.201,22.83333333333333,32.8,False,58.20947996329681,59.368871387259674,60.005264285149295
2016-08-31,56.92,22.129166666666663,30.6,False,56.27122360019865,57.82936775317435,58.67356302158015
2016-09-01,54.905,20.9,30.0,False,51.06129153371967,52.01782447519153,53.02369630047306
2016-09-02,54.481,21.67916666666667,31.7,False,53.421715180734644,53.13110744212119,53.587106713870384
2016-09-03,48.29,19.9125,27.2,False,46.876279543421504,45.7890921340674,46.362004922005916
2016-09-04,44.289,18.94166666666667,26.1,False,42.27463706121083,43.95890198854144,44.475867832024015
2016-09-05,48.137,20.604166666666668,30.6,True,50.01601621064901,48.63738044165213,48.998260788991054
2016-09-06,54.308,22.13333333333333,33.3,False,54.04584838802999,54.80826086038558,55.6117993999074
2016-09-07,58.232,24.58333333333333,36.1,False,58.54214952308523,58.355053425223495,60.71158944725989
2016-09-08,57.78,22.17916666666667,30.6,False,54.42829334577849,53.88934082439495,55.41901354926849
2016-09-09,56.335,21.566666666666663,33.3,False,53.35995096783056,53.79843977894665,53.622971453723494
2016-09-10,52.596,20.78333333333333,31.7,False,48.19559324390094,48.45735864373994,48.60298803878821
2016-09-11,46.615,17.591666666666665,24.4,False,41.35705246346497,42.3652503933757,43.04529065888549
2016-09-12,46.25,16.008333333333333,23.3,False,43.19913735397709,45.51611578754422,45.22676283277671
2016-09-13,45.234,16.912500000000005,23.3,False,43.66658388438994,44.73386308922852,45.99225391471367
2016-09-14,47.422,18.975,27.8,False,47.31260598084166,47.92176413747345,49.3639970109666
2016-09-15,49.603,20.0875,30.0,False,48.86146574739661,51.02356079093454,51.55908690539748
2016-09-16,51.464,21.070833333333336,31.7,False,50.97461989133643,52.33372696792932,52.49052737191636
2016-09-17,51.397,22.466666666666665,34.4,False,52.43175529859423,51.80325471643855,52.04009163946303
2016-09-18,54.996,24.68333333333334,36.1,False,56.18266777729834,54.97166278171455,55.72900485709544
2016-09-19,62.342,26.062500000000004,36.1,False,61.72045454539224,61.3990446884383,62.59744803779107
2016-09-20,57.372,23.5625,31.7,False,56.678581592492286,55.935134941645906,57.949352961817794
2016-09-21,48.172,19.075,26.7,False,47.57081469763063,47.69269138465792,49.380180071987944
2016-09-22,45.23,16.6375,23.9,False,43.625382427037145,45.57805911976921,45.54333005154319
2016-09-23,45.992,18.754166666666663,28.3,False,46.9550741712454,47.9829814358928,47.82991652618591
2016-09-24,47.302,21.254166666666663,32.8,False,48.80362426677796,49.51394446914393,49.61578696302509
2016-09-25,51.235,22.495833333333337,33.3,False,52.26654233446427,50.72744226714734,51.368176299111404
2016-09-26,59.071,24.09583333333333,35.6,False,56.2147502653422,58.57092616398165,58.97776196686066
2016-09-27,59.502,24.92083333333333,35.6,False,58.82151682532777,59.83784553366412,60.97960541191776
2016-09-28,58.005,23.33333333333334,32.8,False,55.58644820079371,55.208688650367186,57.96611455356438
2016-09-29,51.052,18.7875,28.3,False,47.07943212867686,48.88912210408394,48.96213901271473
2016-09-30,45.606,16.108333333333334,23.3,False,43.23121305361311,43.890363313152584,45.06712435040181
2016-10-01,41.621,16.108333333333334,25.0,False,40.57866350258177,40.33218228734984,40.448826516851256
2016-10-02,40.339,15.185416666666669,21.7,False,39.428167612932285,39.70547208803053,39.02409135298698
2016-10-03,43.539,13.2125,17.8,False,43.106794384799905,42.844197245065246,40.8325889112492
2016-10-04,43.627,15.541666666666666,22.8,False,43.106794384799905,42.949007704308265,43.02942207481694
2016-10-05,43.871,16.15416666666667,25.0,False,43.21323060263272,43.37118482842888,43.88378634453154
2016-10-06,44.355,17.20416666666667,27.2,False,43.73942067945489,44.161220789513735,44.600242375627715
2016-10-07,44.87,17.6875,28.9,False,43.92079490532228,44.369954662221886,45.171800940115176
2016-10-08,43.445,19.45416666666667,30.6,False,44.3319714447497,43.036342189049165,44.02238234497299
2016-10-09,43.558,20.245833333333334,31.1,False,44.279311513439986,43.07093044705652,44.47221746745218
2016-10-10,46.753,19.075,28.3,True,45.42498050458079,47.253194436665844,44.10265828885162
2016-10-11,44.861,16.691666666666666,23.9,False,43.648601433409546,43.46328516214479,44.256610578175774
2016-10-12,44.366,16.15833333333333,24.4,False,43.21323060263272,43.302765786304796,43.90306339015633
2016-10-13,43.763,17.470833333333328,22.2,False,43.77030230449606,43.717668969211246,45.01384479306261
2016-10-14,43.783,17.065694444444446,18.9,False,43.658120325547294,43.40604655350344,44.73920254027816
2016-10-15,40.549,16.684722222222224,22.2,False,40.20664169991475,40.441447151185855,40.989125974059036
2016-10-16,40.634,15.962619047619048,17.2,False,41.5694876182296,40.43462128918517,39.965365155686584
2016-10-17,42.534,15.666666666666666,21.1,False,43.106794384799905,42.834564295205524,43.42809103394469
2016-10-18,42.323,15.120833333333332,22.8,False,43.106794384799905,42.823381348980945,42.570458049187295
2016-10-19,42.444,15.433333333333332,25.0,False,43.106794384799905,43.076528946857934,43.097640043205516
2016-10-20,43.43,16.48333333333333,26.7,False,43.263812968735564,43.683731739367474,43.8263734470944
2016-10-21,43.825,17.008333333333333,26.1,False,43.648601433409546,43.51432873484272,44.4998499091639
2016-10-22,40.716,16.670833333333338,23.9,False,40.17105112514531,40.46464295295886,40.95461114204927
2016-10-23,40.032,16.195833333333336,22.8,False,39.30418653972741,39.857649942234694,40.08220384949136
2016-10-24,43.561,17.008333333333333,20.0,False,43.648601433409546,43.26103602612419,44.91833309817522
2016-10-25,44.007,16.82916666666667,20.6,False,43.648601433409546,43.27542679375236,44.487599781635126
2016-10-26,44.203,17.065,25.0,False,43.658120325547294,43.79101665017832,44.87714808713193
2016-10-27,43.9,15.715833333333338,18.3,False,43.106794384799905,43.165317796583366,43.195591988021874
2016-10-28,43.923,16.55481150793651,18.3,False,43.512887381636986,43.29295856120932,44.19676258169235
2016-10-29,41.139,17.258333333333333,21.7,False,40.61047345314313,40.639293676874594,41.62698797584527
2016-10-30,40.749,14.485069444444443,18.3,False,39.91447931433774,40.093916277904185,38.326928130139486
2016-10-31,42.645,13.535416666666665,17.2,False,43.202488260602976,42.968086028613975,41.19949712480141
2016-11-01,42.831,14.414583333333333,18.3,False,43.106794384799905,42.90171949728031,43.6730167972024
2016-11-02,43.276,12.22777777777778,19.4,False,43.106794384799905,42.99541282043082,43.56011298724623
2016-11-03,43.49,13.762499999999998,21.7,False,43.106794384799905,42.989543490475846,43.087520498416225
2016-11-04,43.374,14.183333333333335,22.8,False,43.106794384799905,42.85001741480256,42.655288783238305
2016-11-05,40.824,14.150228174603177,20.6,False,40.11594142449352,39.96588855011038,40.76275685743721
2016-11-06,42.399,15.783333333333331,20.0,False,39.55534543331601,40.33270936985504,40.44765766915715
2016-11-07,43.892,16.1,21.7,False,43.21323060263272,42.87314364426397,43.553644155547325
2016-11-08,44.238,16.095833333333335,23.3,False,43.21323060263272,43.57622374258171,44.3331272385963
2016-11-09,43.674,15.691736111111112,23.9,False,43.106794384799905,43.65949914395276,43.97210460313221
