,"Electricity demand, daily sum, (GWh)",HCDH
2017-03-20,72.625,57.275000000000006
2017-03-21,74.193,50.625
2017-03-22,73.338,59.175000000000004
2017-03-23,72.149,79.50000000000001
2017-03-24,71.553,95.70000000000002
2017-03-25,66.065,64.2
2017-03-26,63.069,78.21666666666667
2017-03-27,71.487,92.95000000000002
2017-03-28,72.82,114.74999999999996
2017-03-29,75.307,161.10000000000002
2017-03-30,74.46,84.19999999999999
2017-03-31,70.653,73.20000000000002
2017-04-01,66.749,113.29999999999998
2017-04-02,64.844,102.5
2017-04-03,71.013,74.05000000000001
2017-04-04,72.47,117.89999999999999
2017-04-05,75.955,159.8
2017-04-06,75.623,94.8
2017-04-07,69.732,81.95
2017-04-08,64.493,73.30000000000001
2017-04-09,61.816,103.20000000000002
2017-04-10,70.473,131.0
2017-04-11,71.149,103.39999999999998
2017-04-12,71.601,97.9
2017-04-13,71.216,64.75
2017-04-14,68.682,73.99999999999999
2017-04-15,64.996,128.70000000000002
2017-04-16,62.696,103.29999999999997
2017-04-17,72.715,98.45
2017-04-18,75.728,78.0
2017-04-19,75.623,102.73333333333333
2017-04-20,76.213,158.54999999999998
2017-04-21,80.929,220.3
2017-04-22,77.852,227.4
2017-04-23,70.841,119.6
2017-04-24,74.756,80.30000000000001
2017-04-25,74.284,116.30000000000001
2017-04-26,78.43,184.00000000000003
2017-04-27,79.322,162.35
2017-04-28,77.926,165.6
2017-04-29,72.997,189.5
2017-04-30,72.771,173.4
2017-05-01,83.087,176.80000000000004
2017-05-02,84.183,179.70000000000002
2017-05-03,85.576,167.1
2017-05-04,84.021,136.59999999999997
2017-05-05,76.951,67.85
2017-05-06,67.172,48.3
2017-05-07,63.465,101.15000000000002
2017-05-08,71.892,111.9
2017-05-09,73.017,52.516666666666666
2017-05-10,73.859,38.78333333333333
2017-05-11,75.137,89.50000000000001
2017-05-12,74.839,86.5
2017-05-13,66.219,88.10000000000002
2017-05-14,63.022,73.96666666666667
2017-05-15,70.946,52.06666666666666
2017-05-16,72.095,73.39999999999999
2017-05-17,72.691,64.33333333333333
2017-05-18,74.195,117.4
2017-05-19,78.148,184.99999999999997
2017-05-20,80.434,259.70000000000005
2017-05-21,81.767,248.4
2017-05-22,87.027,189.3
2017-05-23,86.783,174.90000000000003
2017-05-24,80.586,94.0
2017-05-25,73.713,43.2
2017-05-26,72.505,52.15
2017-05-27,65.743,86.40000000000002
2017-05-28,65.521,119.3
2017-05-29,67.538,88.35000000000001
2017-05-30,75.909,72.34999999999998
2017-05-31,75.284,53.250000000000014
2017-06-01,77.644,91.90000000000002
2017-06-02,81.038,144.10000000000005
2017-06-03,77.389,147.29999999999998
2017-06-04,74.641,139.16666666666669
2017-06-05,81.339,103.22500000000005
2017-06-06,78.956,84.40000000000002
2017-06-07,77.296,76.81666666666668
2017-06-08,77.158,68.41666666666666
2017-06-09,78.039,116.25
2017-06-10,69.713,65.40000000000002
2017-06-11,65.411,58.05000000000001
2017-06-12,73.729,97.20000000000003
2017-06-13,78.604,139.1
2017-06-14,84.498,185.70000000000002
2017-06-15,89.028,212.79999999999995
2017-06-16,93.821,239.6
2017-06-17,87.712,222.8
2017-06-18,85.477,231.3
2017-06-19,96.762,244.0
2017-06-20,100.787,260.49999999999994
2017-06-21,102.566,263.90000000000003
2017-06-22,92.877,155.0
2017-06-23,88.63,151.70000000000002
2017-06-24,77.103,175.69999999999996
2017-06-25,84.395,286.75000000000006
2017-06-26,104.04,340.0
2017-06-27,99.411,271.3
2017-06-28,89.883,164.4
2017-06-29,84.76,130.70000000000002
2017-06-30,82.498,129.95000000000002
2017-07-01,75.463,117.5
2017-07-02,73.909,163.20000000000005
2017-07-03,84.439,196.85
2017-07-04,80.859,241.7
2017-07-05,92.846,251.8
2017-07-06,98.561,271.5
2017-07-07,108.859,350.1
2017-07-08,106.529,369.7000000000001
2017-07-09,103.015,321.2
2017-07-10,114.457,312.69999999999993
2017-07-11,107.239,251.9
2017-07-12,101.833,231.8
2017-07-13,99.69,223.39999999999995
2017-07-14,97.322,218.5
2017-07-15,92.906,255.7
2017-07-16,92.343,251.6
2017-07-17,102.339,229.7
2017-07-18,101.183,235.8
2017-07-19,102.285,245.6
2017-07-20,102.001,239.2
2017-07-21,97.35,214.9
2017-07-22,90.75,224.8
2017-07-23,89.335,222.5
2017-07-24,93.366,194.65
2017-07-25,93.669,191.9333333333333
2017-07-26,96.516,203.8
2017-07-27,99.709,235.4
2017-07-28,95.83,198.7
2017-07-29,88.353,196.95
2017-07-30,85.063,196.55000000000004
2017-07-31,92.379,195.66666666666663
2017-08-01,100.724,291.2666666666667
2017-08-02,110.898,334.6
2017-08-03,113.287,323.4
2017-08-04,108.714,273.0666666666666
2017-08-05,92.282,210.75
2017-08-06,86.722,203.5
2017-08-07,96.168,217.4
2017-08-08,98.657,243.50000000000003
2017-08-09,96.592,225.25
2017-08-10,97.062,237.1
2017-08-11,96.377,235.5
2017-08-12,87.532,204.95
2017-08-13,83.21,193.91666666666663
2017-08-14,87.695,145.00000000000006
2017-08-15,83.149,130.8
2017-08-16,84.153,148.55
2017-08-17,86.124,169.49999999999997
2017-08-18,86.651,167.20000000000002
2017-08-19,78.331,150.33333333333337
2017-08-20,74.054,141.20000000000005
2017-08-21,84.952,162.85
2017-08-22,87.433,182.8
2017-08-23,85.579,134.78333333333336
2017-08-24,84.345,137.80000000000004
2017-08-25,85.655,156.62500000000003
2017-08-26,86.842,235.89999999999995
2017-08-27,87.517,253.3
2017-08-28,105.418,335.99999999999994
2017-08-29,115.336,372.7000000000001
2017-08-30,120.646,381.1
2017-08-31,127.797,442.33333333333337
2017-09-01,128.593,439.0249999999999
2017-09-02,118.738,436.15
2017-09-03,110.82,347.9249999999999
2017-09-04,95.846,218.99999999999991
2017-09-05,101.847,248.9
2017-09-06,100.015,256.9
2017-09-07,96.635,226.2
2017-09-08,92.594,183.1
2017-09-09,84.435,195.3
2017-09-10,89.092,276.90000000000003
2017-09-11,103.493,277.1
2017-09-12,99.688,220.45
2017-09-13,87.858,129.49999999999997
2017-09-14,79.938,115.7
2017-09-15,80.132,125.40000000000003
2017-09-16,73.921,124.40000000000003
2017-09-17,69.968,116.66666666666666
2017-09-18,79.867,109.99999999999996
2017-09-19,79.777,118.35000000000002
2017-09-20,79.154,119.35
2017-09-21,76.743,88.9666666666667
2017-09-22,72.603,83.99999999999999
2017-09-23,66.372,95.79999999999998
