,"Electricity demand, daily sum, (GWh)","Electricity power, daily peak, (GW)","Temperature, daily mean (degC)","Temperature, daily peak (degC)",HDH_5,HDH_6,HDH_7,HDH_8,HDH_9,HDH_10,HDH_11,HDH_12,HDH_13,HDH_14,HDH_15,HDH_16,HDH_17,HDH_18,HDH_19,HDH_20,HDH_21,HDH_22,HDH_23,HDH_24,CDH_5,CDH_6,CDH_7,CDH_8,CDH_9,CDH_10,CDH_11,CDH_12,CDH_13,CDH_14,CDH_15,CDH_16,CDH_17,CDH_18,CDH_19,CDH_20,CDH_21,CDH_22,CDH_23,CDH_24,CDH_25,CDH_26,CDH_27,CDH_28,CDH_29,Holiday,Weekend,Non-workDay,Day Type
2015-08-01,87.918,4.64,23.83333333333334,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5000000000000036,8.3,18.1,31.8,45.9,452.0,428.0,404.0,380.0,355.99999999999994,331.99999999999994,307.99999999999994,284.0,260.0,236.0,212.0,188.0,163.99999999999997,139.99999999999997,116.00000000000004,93.50000000000004,76.30000000000003,62.1,51.8,41.900000000000006,32.900000000000006,24.9,17.8,11.6,5.800000000000004,False,True,True,Non-Working Day
2015-08-02,84.104,4.522,24.46666666666667,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000014,5.399999999999999,13.499999999999996,23.5,35.3,467.2,443.2,419.19999999999993,395.19999999999993,371.19999999999993,347.19999999999993,323.19999999999993,299.19999999999993,275.2,251.2,227.2,203.2,179.2,155.2,131.2,107.8,88.60000000000001,72.70000000000002,58.69999999999999,46.49999999999999,36.7,27.7,19.0,12.0,6.699999999999999,False,True,True,Non-Working Day
2015-08-03,94.237,5.124,24.579166666666666,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000028,6.399999999999999,14.299999999999995,23.1,33.599999999999994,469.9,445.9,421.9000000000001,397.9,373.9,349.90000000000003,325.90000000000003,301.9,277.90000000000003,253.90000000000003,229.90000000000003,205.90000000000003,181.90000000000003,157.90000000000003,133.90000000000003,111.10000000000002,92.3,76.19999999999999,60.99999999999999,47.50000000000001,35.5,26.9,18.9,10.9,4.399999999999999,False,False,False,Working Day
2015-08-04,97.204,5.346,26.67083333333333,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3999999999999986,5.4999999999999964,12.299999999999995,20.3,520.1,496.1,472.1,448.1,424.1,400.1,376.1,352.1,328.1,304.1,280.1,256.1,232.1,208.1,184.1,160.1,137.5,117.6,100.4,84.4,69.00000000000001,55.000000000000014,41.30000000000001,30.10000000000001,20.90000000000001,False,False,False,Working Day
2015-08-05,100.933,5.608,28.012500000000003,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1999999999999997,8.0,552.3,528.3,504.3,480.3,456.3,432.3,408.3,384.3,360.3,336.29999999999995,312.29999999999995,288.29999999999995,264.29999999999995,240.3,216.3,192.3,168.29999999999998,144.29999999999998,122.5,104.29999999999998,88.5,74.5,61.69999999999999,49.89999999999999,39.0,False,False,False,Working Day
2015-08-06,96.685,5.186,25.795833333333334,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999986,2.3000000000000007,8.3,17.200000000000003,499.1000000000001,475.1000000000001,451.1000000000001,427.1,403.1,379.1,355.1,331.1,307.1,283.1,259.1,235.1,211.1,187.1,163.1,139.09999999999997,115.5,93.4,75.4,60.3,47.900000000000006,36.70000000000001,27.600000000000005,19.600000000000005,12.600000000000003,False,False,False,Working Day
2015-08-07,89.672,4.739,22.133333333333336,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500000000000007,5.45000000000001,17.250000000000007,30.85000000000001,46.20000000000002,62.900000000000006,411.19999999999993,387.19999999999993,363.19999999999993,339.1999999999999,315.1999999999999,291.1999999999999,267.19999999999993,243.2,219.2,195.2,171.2,147.2,123.2,99.2,75.25,56.65000000000001,44.45,34.05,25.4,18.1,11.1,5.5,1.6999999999999993,0.3000000000000007,0.0,False,False,False,Working Day
2015-08-08,79.891,4.027,22.214583333333337,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000000000000007,15.400000000000006,29.200000000000003,44.35000000000001,60.35000000000001,413.15,389.15,365.15,341.15,317.15,293.15,269.15,245.14999999999995,221.14999999999995,197.14999999999995,173.14999999999998,149.14999999999998,125.15,101.15,77.15,57.150000000000006,44.55,34.349999999999994,25.5,17.5,10.1,4.100000000000001,0.8000000000000007,0.0,0.0,False,True,True,Non-Working Day
2015-08-09,74.317,3.754,20.9,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3999999999999986,8.999999999999996,20.8,34.599999999999994,50.0,66.8,84.0,381.5999999999999,357.5999999999999,333.5999999999999,309.5999999999999,285.5999999999999,261.6,237.6,213.6,189.6,165.60000000000002,141.60000000000005,117.60000000000002,93.60000000000002,71.0,54.6,42.4,32.2,23.6,16.4,9.6,4.600000000000001,1.3999999999999986,0.0,0.0,0.0,False,True,True,Non-Working Day
2015-08-10,83.264,4.343,20.852777777777785,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000014,6.133333333333336,14.233333333333338,24.43333333333334,37.63333333333333,53.03333333333334,70.03333333333333,87.73333333333332,380.4666666666668,356.4666666666667,332.4666666666667,308.4666666666667,284.46666666666664,260.46666666666664,236.46666666666664,212.46666666666664,188.46666666666664,164.46666666666664,140.46666666666664,116.46666666666664,93.06666666666666,74.6,58.70000000000001,44.900000000000006,34.10000000000001,25.500000000000004,18.500000000000004,12.200000000000005,6.800000000000004,2.6000000000000014,0.8000000000000007,0.0,0.0,False,False,False,Working Day
